Time(ms),Main(mA),Main Voltage(V),
1637584357,513.5055216908687,4.99625,
1637584357,513.2615065218462,4.99625,
1637584357,511.6754079232002,4.998,
1637584357,510.4553320780879,4.9955,
1637584357,511.1873775851553,4.99525,
1637584358,673.2134498160699,4.997,
1637584358,666.6250402524635,4.9955,
1637584358,668.0891312665982,4.99575,
1637584358,669.0651919426881,4.997,
1637584358,668.6991691891544,4.996,
1637584359,682.1200034853898,4.995,
1637584359,656.9864410760762,4.99625,
1637584359,659.4265927663008,4.9975000000000005,
1637584359,664.1848885622388,4.9982500000000005,
1637584359,656.7424259070538,4.9955,
1637584360,678.7037911190753,4.9975000000000005,
1637584360,678.0937531965192,4.9965,
1637584360,681.3879579783224,4.994,
1637584360,677.2397001049405,4.994,
1637584360,679.3138290416315,4.996,
1637584361,669.1871995271993,4.998,
1637584361,669.6752298652442,4.995,
1637584361,670.2852677878004,4.992,
1637584361,671.1393208793789,4.9945,
1637584361,667.1130705905084,4.9965,
1637584362,826.0889532086422,4.9935,
1637584362,845.6101667304392,4.99325,
1637584362,835.6055448005183,4.99275,
1637584362,838.1677040752542,4.99425,
1637584362,828.6511124833781,5.00075,
1637584363,901.4896404365829,4.99425,
1637584363,928.453316613565,4.99225,
1637584363,937.2378626983736,4.9967500000000005,
1637584363,860.9831223788543,4.9982500000000005,
1637584363,885.3846392811005,4.9945,
1637584364,802.175466644441,4.9925,
1637584364,838.5337268287878,4.99575,
1637584364,793.6349357286548,4.9975000000000005,
1637584364,814.1322099265416,4.9967500000000005,
1637584364,836.4595978920969,4.997,
1637584365,762.1569789247573,4.99375,
1637584365,743.1237957410052,4.9995,
1637584365,706.3995128031247,5.002,
1637584365,706.3995128031247,5.00225,
1637584365,699.2010653169621,4.99725,
1637584366,930.7714607192784,4.99175,
1637584366,936.9938475293511,5.0,
1637584366,826.9430063002209,4.995,
1637584366,894.9012308729765,4.99775,
1637584366,839.0217571668327,4.99125,
1637584367,826.8209987157096,4.9945,
1637584367,854.3947128152478,4.9967500000000005,
1637584367,813.278156834963,4.993,
1637584367,827.3090290537546,4.99625,
1637584367,818.4024753844348,4.994,
1637584368,785.5824351509136,4.99925,
1637584368,802.4194818134634,4.995,
1637584368,850.4904701108884,4.99275,
1637584368,855.7367962448714,4.992,
1637584368,850.246454941866,4.99575,
1637584369,832.311340018715,4.9975000000000005,
1637584369,814.3762250955641,4.9965,
1637584369,821.208649828193,4.99775,
1637584369,813.4001644194742,4.99325,
1637584369,827.6750518072882,4.99275,
1637584370,817.4264147083449,4.998,
1637584370,835.483537216007,4.99975,
1637584370,805.4696714262442,4.9982500000000005,
1637584370,819.2565284760133,4.99575,
1637584370,805.8356941797779,4.99175,
1637584371,926.1351725078516,4.993,
1637584371,921.3768767119136,4.992,
1637584371,926.9892255994303,4.995,
1637584371,917.8386567610879,4.993,
1637584371,893.8031626123754,4.99275,
1637584372,785.2164123973799,4.9985,
1637584372,779.8480786788857,4.99975,
1637584372,785.2164123973799,5.0015,
1637584372,764.8411457840043,5.00025,
1637584372,806.3237245178228,4.99625,
1637584373,899.5375190844032,4.9887500000000005,
1637584373,935.1637337616827,4.993,
1637584373,897.7074053167348,4.99325,
1637584373,912.10430028906,4.9915,
1637584373,947.2424846282945,4.98575,
1637584374,767.7693278122739,5.0005,
1637584374,760.9369030796449,4.9995,
1637584374,746.4180005228085,4.9935,
1637584374,744.9539095086737,4.99525,
1637584374,750.4442508116791,4.99475,
1637584375,840.241833011945,4.9975000000000005,
1637584375,849.3924018502873,4.996,
1637584375,840.9738785190124,4.998,
1637584375,832.7993703567599,4.99975,
1637584375,847.3182729135964,4.99925,
1637584376,851.832553540512,4.9965,
1637584376,850.0024397728436,4.9967500000000005,
1637584376,841.7059240260799,4.997,
1637584376,827.4310366382658,4.9895000000000005,
1637584376,890.9969881686171,4.9865,
1637584377,776.4318663125713,4.99575,
1637584377,794.3669812357222,4.9965,
1637584377,783.8743289677564,4.9965,
1637584377,783.142283460689,4.99775,
1637584377,783.8743289677564,4.9975000000000005,
1637584378,920.1568008668013,4.9925,
1637584378,898.9274811618471,4.98975,
1637584378,931.8695289798794,4.99075,
1637584378,905.8819134789873,4.98825,
1637584378,930.8934683037896,4.9910000000000005,
1637584379,825.8449380396198,4.997,
1637584379,825.4789152860861,5.00175,
1637584379,789.3646702707617,5.0025,
1637584379,769.5994415799423,4.9982500000000005,
1637584379,771.0635325940771,4.997,
1637584380,833.1653931102936,4.9982500000000005,
1637584380,847.1962653290852,5.00075,
1637584380,833.1653931102936,5.002,
1637584380,826.8209987157096,5.00325,
1637584380,811.9360734053395,4.99975,
1637584381,772.8936463617456,4.998,
1637584381,774.6017525449028,4.99925,
1637584381,777.7739497421948,5.0005,
1637584381,800.7113756303062,4.99525,
1637584381,842.5599771176584,4.995,
1637584382,789.1206551017393,4.9967500000000005,
1637584382,782.7762607071553,4.9975000000000005,
1637584382,790.9507688694077,4.99625,
1637584382,785.9484579044473,4.996,
1637584382,751.0542887342352,4.99275,
1637584383,753.1284176709262,4.99425,
1637584383,777.2859194041499,4.9965,
1637584383,754.7145162695722,4.9982500000000005,
1637584383,758.2527362203979,4.99775,
1637584383,763.3770547698696,4.998,
1637584384,851.1005080334446,4.99775,
1637584384,836.2155827230744,4.995,
1637584384,836.0935751385632,4.99425,
1637584384,848.4163411741976,4.99475,
1637584384,843.6580453782595,4.99525,
1637584385,899.2935039153808,4.99775,
1637584385,910.518201690414,4.99875,
1637584385,901.8556631901166,4.997,
1637584385,900.6355873450043,4.99225,
1637584385,881.2363814077186,4.9982500000000005,
