Time(ms),Main(mA),Main Voltage(V),
1637587674,513.2889191953631,4.997,
1637587674,512.3128991930901,4.9955,
1637587674,512.9229116945107,4.99275,
1637587674,512.5569041936584,4.99425,
1637587674,513.166916695079,4.99375,
1637587675,761.4420047732697,4.99275,
1637587675,746.6797022388907,4.9925,
1637587675,700.1967496306398,4.99775,
1637587675,677.626287078077,4.998,
1637587675,677.0162745766564,4.998,
1637587676,664.4500170473917,4.998,
1637587676,668.2320945561995,4.9955,
1637587676,684.0924195931356,4.996,
1637587676,692.7545971133084,4.9955,
1637587676,685.556449596545,4.9945,
1637587677,681.1643595863167,4.99425,
1637587677,683.1163995908626,4.996,
1637587677,677.1382770769405,4.99575,
1637587677,677.5042845777929,4.99775,
1637587677,677.626287078077,4.99575,
1637587678,881.614467553131,4.9887500000000005,
1637587678,880.7604500511421,4.99075,
1637587678,881.2484600522787,4.99,
1637587678,878.9304125468803,4.9905,
1637587678,882.1024775542675,4.99425,
1637587679,766.2001022843505,4.995,
1637587679,806.0949198772588,4.99275,
1637587679,783.7684623252642,4.99275,
1637587679,770.4701897942948,4.9905,
1637587679,816.3431299011252,4.99625,
1637587680,710.3229571542221,4.997,
1637587680,753.0238322536652,4.9975000000000005,
1637587680,709.224934651665,5.001,
1637587680,742.897624730083,5.00075,
1637587680,708.6149221502443,4.9995,
1637587681,947.7398227071258,4.98725,
1637587681,966.6502102511649,4.9915,
1637587681,913.2131151267189,4.9895000000000005,
1637587681,934.6855551767246,4.99125,
1637587681,909.1870326173429,4.989,
1637587682,768.6401522900329,4.99475,
1637587682,816.8311399022616,4.99725,
1637587682,775.5942948062279,5.00125,
1637587682,779.1323673144675,4.997,
1637587682,813.1710648937379,4.9985,
1637587683,776.9363223093533,4.99725,
1637587683,778.522354813047,4.9910000000000005,
1637587683,814.269087396295,4.9965,
1637587683,768.0301397886124,4.9955,
1637587683,805.1188998749858,4.99625,
1637587684,783.2804523241277,4.99975,
1637587684,775.9603023070804,4.99375,
1637587684,816.5871349016934,4.9975000000000005,
1637587684,772.3002272985566,5.00175,
1637587684,797.0667348562337,4.99925,
1637587685,856.1159449937493,4.9975000000000005,
1637587685,875.8803500397772,4.9915,
1637587685,901.2568700988749,4.996,
1637587685,852.943879986362,4.99525,
1637587685,854.5299124900557,4.9902500000000005,
1637587686,802.1908398681668,4.9995,
1637587686,769.3721672917377,4.9967500000000005,
1637587686,817.9291624048187,4.998,
1637587686,792.430639845437,4.9995,
1637587686,763.1500397772473,4.99625,
1637587687,785.1104898283896,4.9995,
1637587687,806.5829298783952,5.00125,
1637587687,767.4201272871917,4.997,
1637587687,811.5850323900443,4.997,
1637587687,781.6944198204342,4.9985,
1637587688,859.1660075008524,4.99575,
1637587688,849.2838049778384,4.99325,
1637587688,838.6695874531197,4.992,
1637587688,884.0545175588135,4.98675,
1637587688,885.8845550630754,4.9915,
1637587689,722.4012046823502,4.9995,
1637587689,720.205159677236,4.99525,
1637587689,757.781929764746,4.99925,
1637587689,706.7848846459825,4.995,
