Time(ms),Main(mA),Main Voltage(V),
1637583556,511.05956160356413,4.99725,
1637583556,511.4255801971496,4.9965,
1637583556,513.0116607693532,4.998,
1637583556,512.7676483736295,4.998,
1637583556,511.4255801971496,4.9955,
1637583557,745.311461498246,4.99,
1637583557,759.9522052416636,4.992,
1637583557,749.215659829824,4.99575,
1637583557,704.1953728188148,4.996,
1637583557,672.9617861661906,4.9965,
1637583558,670.7656746046779,4.9945,
1637583558,670.1556436153688,4.99725,
1637583558,670.3996560110925,4.99575,
1637583558,670.0336374175071,4.9975000000000005,
1637583558,669.9116312196452,4.99725,
1637583559,678.4520650699722,4.9995,
1637583559,677.3540092892158,5.00025,
1637583559,675.7679287170123,4.99625,
1637583559,676.0119411127359,4.99325,
1637583559,689.9206476689826,4.99375,
1637583560,588.5334972458156,4.995,
1637583560,579.7490509997651,4.9925,
1637583560,589.5095468287102,4.99275,
1637583560,587.9234662565066,4.995,
1637583560,583.043218342034,4.994,
1637583561,703.463335631644,5.0025,
1637583561,701.3892302679931,5.002,
1637583561,708.2215773482546,4.9995,
1637583561,755.4379759207765,5.00225,
1637583561,722.6183086959486,5.0045,
1637583562,681.6242262143793,4.99425,
1637583562,674.1818481448087,4.9975000000000005,
1637583562,657.8330176313257,4.9965,
1637583562,665.2753957008963,4.99625,
1637583562,650.7566581553406,4.99525,
1637583563,642.7042490964609,4.9915,
1637583563,667.5935134602707,4.9905,
1637583563,674.5478667383942,4.9887500000000005,
1637583563,677.8420340806631,4.9905,
1637583563,676.4999659041831,4.9905,
1637583564,661.3711973693183,4.99525,
1637583564,659.5411044013911,4.99375,
1637583564,660.7611663800093,4.99575,
1637583564,662.3472469522128,4.999,
1637583564,669.6676188239217,4.997,
1637583565,717.6160545836143,5.001,
1637583565,747.3855668618968,5.003,
1637583565,724.326395466014,4.99975,
1637583565,736.16099665861,4.9985,
1637583565,722.2522901023632,4.99875,
1637583566,658.5650548184966,5.00075,
1637583566,659.4190982035293,4.99925,
1637583566,666.9834824709617,4.9995,
1637583566,679.5501208507285,4.99875,
1637583566,666.2514452837909,4.99775,
1637583567,841.8183640069403,4.9915,
1637583567,919.17029345133,4.98675,
1637583567,987.4937642539456,4.986,
1637583567,989.0798448261492,4.9885,
1637583567,987.4937642539456,4.989,
1637583568,832.1798743758571,4.994,
1637583568,829.00771323145,4.992,
1637583568,847.6746615043074,4.9945,
1637583568,837.0601222903297,4.9935,
1637583568,841.6963578090786,4.99725,
1637583569,846.5766057235511,4.99575,
1637583569,832.6678991673043,4.9982500000000005,
1637583569,835.3520355202643,5.0005,
1637583569,827.2996264613846,4.9945,
1637583569,827.4216326592464,4.995,
1637583570,851.2128412423,4.9925,
1637583570,827.9096574506937,4.99875,
1637583570,813.3909199051378,4.9902500000000005,
1637583570,827.1776202635227,5.00125,
1637583570,795.8220274130367,4.9967500000000005,
1637583571,942.4734772429365,4.9935,
1637583571,867.8056841515066,4.99425,
1637583571,895.5010910661383,4.99375,
1637583571,939.5453284942529,4.9965,
1637583571,937.3492169327403,4.99725,
1637583572,753.119858161402,4.9967500000000005,
1637583572,745.7994862896932,4.99625,
1637583572,773.2508808086012,4.999,
1637583572,739.0891454072935,4.9955,
1637583572,763.7343973753798,4.99625,
1637583573,817.7831430281632,4.99875,
1637583573,807.7786348034945,4.99875,
1637583573,829.8617566164827,4.998,
1637583573,808.8766905842507,5.00025,
1637583573,770.0787196641941,4.999,
1637583574,909.6538100181086,4.9935,
1637583574,912.2159401732067,4.99725,
1637583574,900.1373265848872,5.0,
1637583574,866.3416097771649,4.9945,
1637583574,918.6822686598829,4.995,
1637583575,773.4948932043249,4.9945,
1637583575,824.2494715148392,4.9925,
1637583575,851.5788598358854,4.99525,
1637583575,854.507008584569,4.99625,
1637583575,839.0122214561187,4.99425,
1637583576,836.816109894606,4.99375,
1637583576,844.3804941620384,4.9935,
1637583576,845.6005561406566,4.9945,
1637583576,809.974746365007,4.99525,
1637583576,843.0384259855585,4.9975000000000005,
1637583577,839.8662648411514,4.9935,
1637583577,837.6701532796387,4.99725,
1637583577,809.8527401671453,4.99475,
