Time(ms),Main(mA),Main Voltage(V),
1637579586,514.3400001515472,4.99725,
1637579586,514.4620146697783,4.99875,
1637579586,516.6582759979389,4.9955,
1637579586,515.6821598520897,4.995,
1637579586,514.2179856333161,4.99625,
1637579587,738.1146265874578,4.9895000000000005,
1637579587,742.7511782802411,4.9925,
1637579587,739.4567862880003,4.9925,
1637579587,749.2179477464916,4.9935,
1637579587,733.1120313399811,4.98925,
1637579588,661.7335381747642,4.99525,
1637579588,670.7626125238686,4.99625,
1637579588,673.2029028884914,4.9985,
1637579588,662.2215962476888,4.99775,
1637579588,665.3939737216984,4.9965,
1637579589,687.1125579668413,4.99275,
1637579589,689.430833813233,4.99575,
1637579589,687.722630557997,4.99725,
1637579589,688.576732185615,4.9965,
1637579589,681.3778756099778,4.997,
1637579590,536.1805989149212,4.9965,
1637579590,546.6738474827993,4.9982500000000005,
1637579590,546.6738474827993,4.9945,
1637579590,552.4085298396628,4.994,
1637579590,553.1406169490497,4.9945,
1637579591,590.5990740460097,5.0015,
1637579591,590.5990740460097,5.00325,
1637579591,593.0393644106325,5.0,
1637579591,667.3462060133967,5.00225,
1637579591,615.2460067287,5.0015,
1637579592,665.1499446852362,4.99625,
1637579592,712.8576213136118,4.99525,
1637579592,678.937585245355,4.992,
1637579592,682.476006274058,4.994,
1637579592,667.1021769769344,4.9935,
1637579593,623.4209794501863,4.9935,
1637579593,623.5429939684175,4.99625,
1637579593,615.6120502833934,4.9945,
1637579593,613.4157889552329,4.99725,
1637579593,588.8908707907738,4.9955,
1637579594,705.0486921468189,4.996,
1637579594,674.4230480708028,4.995,
1637579594,666.4921043857787,4.9955,
1637579594,678.2054981359681,4.99725,
1637579594,674.3010335525717,4.994,
1637579595,762.2735011972236,4.996,
1637579595,750.3160784105719,4.99725,
1637579595,746.0455702724819,4.99575,
1637579595,722.1307246991785,4.99925,
1637579595,701.0222130451913,4.996,
1637579596,656.9749719637498,4.99725,
1637579596,674.6670771072651,4.9975000000000005,
1637579596,667.1021769769344,4.99725,
1637579596,704.5606340738943,4.99475,
1637579596,686.5024853756856,4.994,
1637579597,868.182103021853,4.995,
1637579597,863.5455513290697,4.99625,
1637579597,863.789580365532,4.99625,
1637579597,841.7049525656956,4.99875,
1637579597,787.896550025763,4.9982500000000005,
1637579598,855.8586366805079,4.998,
1637579598,868.3041175400841,4.99425,
1637579598,864.7656965113811,4.996,
1637579598,870.2563498317824,5.001,
1637579598,838.1665315369926,4.9975000000000005,
1637579599,895.1473115509349,5.0045,
1637579599,896.7335002879397,4.992,
1637579599,970.4302692995483,4.99,
