Time(ms),Main(mA),Main Voltage(V),
1638575271,371.6182037171004,5.4990000000000006,
1638575271,371.740181726592,5.5015,
1638575271,370.27644561269284,5.50025,
1638575271,371.130291679134,5.4985,
1638575271,372.4720497835416,5.49575,
1638575272,622.7709252602994,5.49725,
1638575272,635.4566382474255,5.498,
1638575272,629.4797157823373,5.497,
1638575272,640.7016926555642,5.4995,
1638575272,609.8412562541901,5.4990000000000006,
1638575273,595.0819171057068,5.497,
1638575273,596.3016972006228,5.4985,
1638575273,602.5225756846942,5.4967500000000005,
1638575273,598.0093893335052,5.4965,
1638575273,590.4467527450261,5.49425,
1638575274,596.9115872480808,5.50075,
1638575274,599.9610374853706,5.49625,
1638575274,618.9896069660599,5.49575,
1638575274,596.5456532196059,5.498,
1638575274,684.8577320915224,5.486,
1638575275,630.6994958772532,5.49375,
1638575275,687.9071823288124,5.4965,
1638575275,634.3588361620011,5.49875,
1638575275,646.9225711396357,5.4965,
1638575275,639.237956541665,5.497,
1638575276,551.2918116982233,5.4935,
1638575276,547.2665373850007,5.49725,
1638575276,555.8049980494125,5.49775,
1638575276,563.9775246853494,5.5005,
1638575276,563.1236786189082,5.49625,
1638575277,542.021482976862,5.501,
1638575277,535.5566484738073,5.4995,
1638575277,535.5566484738073,5.4982500000000005,
1638575277,533.6050003219417,5.50275,
1638575277,537.2643406066896,5.50525,
1638575278,560.9280744480595,5.49625,
1638575278,561.2940084765344,5.49725,
1638575278,553.1214818405973,5.50125,
1638575278,558.4885142582276,5.49975,
1638575278,561.7819205145007,5.4975000000000005,
1638575279,811.592883953292,5.49375,
1638575279,844.8928805444981,5.49125,
1638575279,830.1335413960148,5.4905,
1638575279,779.7566234759852,5.4895000000000005,
1638575279,785.3676119125986,5.4925,
1638575280,717.5478386352705,5.4915,
1638575280,681.076413797283,5.4905,
1638575280,731.4533317173126,5.4902500000000005,
1638575280,771.0961848020818,5.4865,
1638575280,738.8939902963,5.48825,
1638575281,774.7555250868296,5.49725,
1638575281,768.1687125742834,5.49225,
1638575281,779.8786014854768,5.4945,
1638575281,759.0203618624136,5.50325,
1638575281,748.0423410081698,5.495,
1638575282,653.0214716142156,5.49275,
1638575282,770.4862947546237,5.49725,
1638575282,779.7566234759852,5.49175,
1638575282,826.9621131492333,5.49175,
1638575282,831.2313434814392,5.49325,
1638575283,832.207167557372,5.5005,
1638575283,815.7401362760063,5.5065,
1638575283,748.2862970271531,5.5040000000000004,
1638575283,738.6500342773169,5.50125,
1638575283,738.5280562678253,5.50175,
1638575284,915.7621040591162,5.49925,
1638575284,822.814860826519,5.4995,
1638575284,859.5302416834897,5.4967500000000005,
1638575284,880.8763933445193,5.50225,
1638575284,871.9719986516327,5.497,
1638575285,657.9005919938794,5.50575,
1638575285,583.8599402324799,5.511,
1638575285,554.3412619355132,5.507,
1638575285,558.8544482867023,5.51075,
1638575285,558.7324702772107,5.50825,
1638575286,706.8137738000099,5.4982500000000005,
1638575286,751.5797032834262,5.4935,
1638575286,783.415963760733,5.497,
1638575286,738.1621222393504,5.497,
1638575286,721.4511349390016,5.50375,
1638575287,573.7357654446772,5.5120000000000005,
1638575287,574.4676335016268,5.51125,
1638575287,575.4434575775596,5.516,
1638575287,562.7577445904335,5.5165,
1638575287,590.9346647829925,5.50775,
1638575288,873.0698007370571,5.5047500000000005,
1638575288,790.3687103017542,5.5115,
1638575288,778.2928873620859,5.4995,
1638575288,838.4280460414435,5.50875,
1638575288,798.1753029092164,5.5047500000000005,
1638575289,1015.784071842226,5.49125,
1638575289,982.6060532605115,5.48625,
1638575289,985.4115474788182,5.4990000000000006,
1638575289,915.1522140116582,5.49175,
1638575289,956.5027592293096,5.49175,
1638575290,565.4412607992487,5.50375,
1638575290,669.244546876598,5.50225,
1638575290,664.7313605254088,5.5005,
1638575290,656.0709218515054,5.50225,
1638575290,700.2269612874637,5.49225,
1638575291,747.3104729512203,5.507,
1638575291,785.3676119125986,5.5047500000000005,
1638575291,770.7302507736069,5.5062500000000005,
1638575291,740.9676164576572,5.50275,
1638575291,747.7983849891866,5.5062500000000005,
1638575292,767.5588225268255,5.502,
1638575292,721.939046976968,5.49975,
1638575292,700.3489392969552,5.498,
1638575292,714.0104763600142,5.4945,
1638575292,735.9665180685017,5.5015,
1638575293,819.6434325797375,5.4865,
