Time(ms),Main(mA),Main Voltage(V),
1638564882,371.43288664323376,5.49875,
1638564882,370.70099918186776,5.497,
1638564882,371.43288664323376,5.49475,
1638564882,372.16477410459976,5.49575,
1638564882,373.3845865402097,5.498,
1638564883,621.6164171868372,5.5,
1638564883,617.1031111750804,5.4975000000000005,
1638564883,598.8059246409309,5.49575,
1638564883,609.9062178049816,5.4967500000000005,
1638564883,618.9328298284953,5.4967500000000005,
1638564884,592.4628999757591,5.4975000000000005,
1638564884,588.0715752075632,5.4990000000000006,
1638564884,589.6573313738562,5.4965,
1638564884,592.4628999757591,5.49625,
1638564884,589.5353501302951,5.496,
1638564885,611.0040489970305,5.4985,
1638564885,607.4665929337616,5.4975000000000005,
1638564885,617.8349986364462,5.4965,
1638564885,607.5885741773226,5.49875,
1638564885,626.617648172838,5.50075,
1638564886,616.8591486879583,5.49925,
1638564886,620.5185859947882,5.50025,
1638564886,622.4702858917642,5.49775,
1638564886,623.3241545966912,5.4975000000000005,
1638564886,611.1260302405915,5.495,
1638564887,567.9446700199989,5.4982500000000005,
1638564887,571.7260885703897,5.49925,
1638564887,569.6524074298528,5.4967500000000005,
1638564887,575.5075071207806,5.49625,
1638564887,570.7502386219018,5.49475,
1638564888,486.0952555905703,5.493,
1638564888,454.25815102115024,5.4945,
1638564888,443.2798391006606,5.4995,
1638564888,482.92374325798437,5.4935,
1638564888,537.5713403733107,5.4955,
1638564889,408.27122219865464,5.49775,
1638564889,400.58640385431187,5.49925,
1638564889,412.9065094539725,5.4985,
1638564889,424.37274634870613,5.49525,
1638564889,457.79560708441915,5.49775,
1638564890,398.7566852008969,5.50075,
1638564890,408.8811284164596,5.49975,
1638564890,411.1987720441185,5.50025,
1638564890,407.1733910066057,5.4945,
1638564890,405.9535785709957,5.496,
1638564891,407.41735349372766,5.497,
1638564891,404.73376613538574,5.497,
1638564891,401.07432882855585,5.49575,
1638564891,400.70838509787285,5.4967500000000005,
1638564891,387.77837328040727,5.4982500000000005,
1638564892,406.4415035452397,5.496,
1638564892,406.6854660323617,5.4985,
1638564892,406.5634847888007,5.50025,
1638564892,406.3195223016787,5.5040000000000004,
1638564892,401.31829131567787,5.5047500000000005,
1638564893,670.4089146112357,5.48925,
1638564893,632.5947291073269,5.486,
1638564893,646.2566283861585,5.4795,
1638564893,790.6824207623781,5.48425,
1638564893,715.5419747288043,5.48375,
1638564894,496.341680049694,5.494,
1638564894,474.14109372159265,5.4967500000000005,
1638564894,467.9200502999818,5.501,
1638564894,412.7845282104115,5.49925,
1638564894,406.3195223016787,5.497,
1638564895,481.0940246045694,5.49475,
1638564895,484.14355569359435,5.49525,
1638564895,478.16647475910554,5.49325,
1638564895,473.5311875037877,5.4967500000000005,
1638564895,448.4030513302224,5.4990000000000006,
1638564896,464.26061299315194,5.49,
1638564896,567.8226887764378,5.48975,
1638564896,528.056803375553,5.4990000000000006,
1638564896,462.064950609054,5.50325,
1638564896,437.91266438397673,5.50225,
1638564897,476.0927936185686,5.49525,
1638564897,470.96958138900675,5.493,
1638564897,445.1095577540755,5.5005,
1638564897,412.2966032361675,5.5045,
1638564897,457.30768211017516,5.49775,
1638564898,416.4439655172414,5.50175,
1638564898,411.44273453124055,5.5005,
1638564898,402.4161225077268,5.5015,
1638564898,406.4415035452397,5.5035,
1638564898,401.31829131567787,5.50275,
1638564899,460.72315692988303,5.49725,
1638564899,455.8439071874432,5.4967500000000005,
1638564899,449.1349387915884,5.49875,
1638564899,446.8172951639295,5.503,
1638564899,393.6334729713351,5.5055000000000005,
1638564900,405.83159732743474,5.49725,
1638564900,406.8074472759227,5.49925,
1638564900,417.05387173504636,5.4965,
1638564900,446.8172951639295,5.4990000000000006,
1638564900,431.69162096236596,5.495,
1638564901,402.0501787770438,5.495,
1638564901,414.37028437670443,5.50025,
1638564901,399.00064768801894,5.50075,
