Time(ms),Main(mA),Main Voltage(V),
1638570003,357.12175721282233,5.50125,
1638570003,357.12175721282233,5.50175,
1638570003,357.487710646228,5.4990000000000006,
1638570003,370.29608081542676,5.496,
1638570003,372.61378589366274,5.4945,
1638570004,611.8253468631752,5.49625,
1638570004,623.1699032987513,5.49525,
1638570004,625.7315773325911,5.498,
1638570004,617.802586275468,5.49925,
1638570004,626.5854686772043,5.4995,
1638570005,602.1885731168256,5.49725,
1638570005,607.9218435735146,5.4965,
1638570005,609.8735952183449,5.496,
1638570005,604.7502471506655,5.501,
1638570005,612.8012226855903,5.50025,
1638570006,964.3604877106463,5.4967500000000005,
1638570006,962.2867515880142,5.4955,
1638570006,932.4005545265504,5.495,
1638570006,957.2853879981366,5.4955,
1638570006,956.5534811313252,5.50175,
1638570007,637.8080406349785,5.49875,
1638570007,629.3911116666478,5.49875,
1638570007,631.7088167448838,5.49575,
1638570007,619.7543379202983,5.49475,
1638570007,631.46484778928,5.496,
1638570008,569.1307796325126,5.496,
1638570008,569.0087951547107,5.49875,
1638570008,565.5932297762578,5.4990000000000006,
1638570008,561.3237730531914,5.4945,
1638570008,564.4953694760407,5.494,
1638570009,805.9026510459872,5.4935,
1638570009,808.0983716464212,5.49175,
1638570009,823.224446893856,5.492,
1638570009,830.6655000397715,5.493,
1638570009,843.7178391645741,5.48525,
1638570010,658.0574639500927,5.50175,
1638570010,659.2773087281116,5.49975,
1638570010,682.8203129438771,5.50225,
1638570010,656.4716657386681,5.4965,
1638570010,674.891321886754,5.497,
1638570011,518.507221344727,5.5015,
1638570011,514.2377646216607,5.5040000000000004,
1638570011,516.7994386555005,5.5035,
1638570011,512.1640284990285,5.5035,
1638570011,518.507221344727,5.4985,
1638570012,788.5808551981183,5.49125,
1638570012,759.6705339590696,5.498,
1638570012,739.0551572105497,5.493,
1638570012,767.7215094939946,5.49225,
1638570012,766.0137268047681,5.49775,
1638570013,937.5239025942299,5.5025,
1638570013,818.2230833039783,5.49925,
1638570013,844.4497460313854,5.49625,
1638570013,927.3991909366728,5.4875,
1638570013,957.1634035203347,5.492,
1638570014,769.0633387498154,5.495,
1638570014,819.5649125597993,5.4967500000000005,
1638570014,805.5366976125815,5.4967500000000005,
1638570014,790.4106223651468,5.5047500000000005,
1638570014,759.0606115700602,5.493,
1638570015,656.8376191720738,5.51075,
1638570015,648.0547367703375,5.50875,
1638570015,657.3255570832814,5.50675,
1638570015,772.3569196504666,5.50875,
1638570015,732.7119643648513,5.49175,
1638570016,817.9791143483747,5.49525,
1638570016,950.6982261968343,5.49975,
1638570016,903.7342022431055,5.49425,
1638570016,902.1484040316809,5.498,
1638570016,858.8439144120088,5.505,
1638570017,768.6973853164097,5.501,
1638570017,754.1812324579845,5.495,
1638570017,805.7806665681853,5.49475,
1638570017,804.6828062679682,5.49475,
1638570017,777.602252195948,5.49925,
1638570018,975.3390907128168,5.5015,
1638570018,843.1079167755646,5.50425,
1638570018,904.8320625433225,5.4945,
1638570018,909.7114416553983,5.4975000000000005,
1638570018,908.857550310785,5.497,
1638570019,967.1661307000899,5.495,
1638570019,905.1980159767282,5.4905,
1638570019,887.6322511732556,5.49075,
1638570019,975.7050441462225,5.49425,
1638570019,884.4606547504063,5.4925,
1638570020,846.4014976762157,5.4945,
1638570020,825.6641364498939,5.49175,
1638570020,890.1939252070954,5.49575,
1638570020,857.0141472449804,5.489,
1638570020,965.3363635330616,5.49525,
1638570021,925.3254548140405,5.4785,
1638570021,1070.7309523538972,5.477,
1638570021,982.4141904253265,5.47675,
1638570021,1076.9521607217937,5.481,
1638570021,984.9758644591664,5.4902500000000005,
1638570022,785.8971966864767,5.5,
1638570022,764.9158665045511,5.5047500000000005,
1638570022,809.1962319466382,5.49225,
1638570022,819.808881515403,5.50175,
1638570022,788.3368862425145,5.49,
1638570023,763.8180062043341,5.49425,
1638570023,755.2790927582015,5.4935,
1638570023,776.9923298069385,5.49875,
1638570023,777.602252195948,5.50225,
1638570023,723.1971750963037,5.5,
1638570024,614.8749588082226,5.503,
1638570024,624.7557015101759,5.4965,
1638570024,665.3765326182063,5.497,
1638570024,667.938206652046,5.497,
1638570024,665.4985170960082,5.5005,
1638570025,780.8958330965991,5.4855,
1638570025,879.4592911605288,5.4825,
1638570025,902.2703885094828,5.48975,
1638570025,840.1802893083192,5.493,
1638570025,825.2981830164882,5.49425,
1638570026,647.5667988591299,5.4935,
1638570026,675.8671977091691,5.49175,
1638570026,683.9181732440941,5.4910000000000005,
1638570026,685.9919093667262,5.49625,
1638570026,673.0615547197256,5.502,
1638570027,845.1816528981968,5.50225,
1638570027,790.5326068429487,5.50375,
1638570027,812.3678283694875,5.49875,
1638570027,819.6868970376012,5.49625,
1638570027,827.3719191391203,5.4985,
1638570028,764.6718975489473,5.501,
1638570028,774.186686817495,5.49425,
1638570028,837.2526618410737,5.489,
1638570028,844.0837925979797,5.49175,
1638570028,859.5758212788202,5.4982500000000005,
1638570029,750.6436826017296,5.49625,
1638570029,803.3409770121474,5.49975,
1638570029,803.9508994011569,5.5045,
1638570029,769.4292921832212,5.50375,
1638570029,754.1812324579845,5.4995,
1638570030,813.5876731475065,5.5,
1638570030,812.2458438916856,5.49975,
1638570030,808.8302785132327,5.4975000000000005,
1638570030,823.4684158494598,5.4965,
1638570030,762.4761769485133,5.50725,
1638570031,505.5768666977263,5.508,
1638570031,515.8235628330854,5.505,
1638570031,599.6268990829859,5.5055000000000005,
1638570031,571.8144381441542,5.5047500000000005,
1638570031,569.6187175437202,5.50225,
1638570033,818.4670522595821,5.49,
1638570033,832.8612206402056,5.4875,
1638570033,842.0100564753476,5.486,
1638570033,809.8061543356478,5.496,
1638570033,749.6678067793144,5.49875,
1638570034,679.404747565424,5.4990000000000006,
1638570034,687.3337386225471,5.50175,
1638570034,686.4798472779338,5.49725,
1638570034,661.10707589514,5.49775,
1638570034,630.6109564446667,5.4925,
1638570035,918.8602774905403,5.4945,
1638570035,961.6768291990047,5.501,
1638570035,875.4338033930662,5.503,
1638570035,928.3750667590879,5.48625,
1638570035,1007.5429928525166,5.4855,
1638570036,682.0884060770657,5.505,
1638570036,654.7638830494416,5.50025,
1638570036,651.7142711043942,5.50025,
1638570036,610.9714555185619,5.50325,
1638570036,620.2422758315058,5.5,
1638570037,765.5257888935606,5.5,
1638570037,811.5139370248743,5.4967500000000005,
1638570037,781.9936933968162,5.494,
1638570037,799.8034271558926,5.493,
1638570037,815.1734713589311,5.49625,
1638570038,840.9121961751305,5.4967500000000005,
1638570038,834.8129722850358,5.4982500000000005,
1638570038,771.7469972614571,5.49975,
1638570038,785.7752122086748,5.4982500000000005,
1638570038,840.0583048305173,5.49525,
1638570039,859.2098678454145,5.494,
1638570039,834.8129722850358,5.494,
1638570039,823.224446893856,5.49475,
1638570039,816.2713316591481,5.4945,
1638570039,851.768814699499,5.489,
1638570040,651.2263331931867,5.5047500000000005,
1638570040,650.9823642375829,5.5040000000000004,
1638570040,652.4461779712057,5.507,
1638570040,601.7006352056181,5.5062500000000005,
1638570040,565.349260820654,5.5047500000000005,
