Time(ms),Main(mA),Main Voltage(V),
1638573768,373.23114070471667,5.49625,
1638573768,372.25530923676524,5.4982500000000005,
1638573768,371.52343563580166,5.5,
1638573768,371.2794777688138,5.4990000000000006,
1638573768,370.42562523435635,5.49725,
1638573769,632.3143954458168,5.49475,
1638573769,625.239617303169,5.49925,
1638573769,614.2615132887156,5.49875,
1638573769,625.7275330371448,5.4985,
1638573769,641.4628154578612,5.4967500000000005,
1638573770,561.9325508198211,5.5,
1638573770,573.1546127012624,5.501,
1638573770,579.1315804424647,5.49925,
1638573770,573.8864863022259,5.498,
1638573770,570.7150340313839,5.4985,
1638573771,605.6010090106469,5.50275,
1638573771,612.6757871532946,5.49875,
1638573771,614.9933868896792,5.49725,
1638573771,621.946186098833,5.4955,
1638573771,624.3857647687115,5.49625,
1638573772,623.531912234254,5.495,
1638573772,628.7770063744929,5.4965,
1638573772,614.6274500891974,5.4945,
1638573772,671.1036962968855,5.4982500000000005,
1638573772,625.8495119706387,5.49775,
1638573773,558.761098548979,5.49575,
1638573773,565.347960957651,5.50075,
1638573773,548.6368470689831,5.50275,
1638573773,553.0280886747645,5.50075,
1638573773,558.2731828150033,5.4965,
1638573774,562.9083822877725,5.4975000000000005,
1638573774,571.2029497653596,5.49575,
1638573774,572.1787812333109,5.49875,
1638573774,540.46425852489,5.5005,
1638573774,527.2905337075459,5.5015,
1638573775,401.7742111422955,5.5,
1638573775,397.99286420398374,5.498,
1638573775,399.212653538923,5.5005,
1638573775,393.96755939868416,5.5025,
1638573775,403.48191621121043,5.4990000000000006,
1638573776,403.8478530116922,5.5,
1638573776,406.0434738145829,5.49975,
1638573776,450.1998477393843,5.50525,
1638573776,417.14355676253024,5.50275,
1638573776,413.11825195723065,5.50025,
1638573777,546.0752894656107,5.496,
1638573777,564.8600452236753,5.4982500000000005,
1638573777,547.29507880055,5.50075,
1638573777,528.3883441089913,5.4965,
1638573777,538.6345745224811,5.4965,
1638573778,557.0533934800641,5.497,
1638573778,562.5424454872907,5.49775,
1638573778,549.3687206699467,5.4995,
1638573778,525.0949129046553,5.50175,
1638573778,531.6817753133273,5.5,
1638573779,567.2996238935539,5.49875,
1638573779,577.5458543070437,5.4990000000000006,
1638573779,574.8623177701774,5.4982500000000005,
1638573779,571.8128444328291,5.49575,
1638573779,576.5700228390923,5.5005,
1638573780,423.73041917120224,5.49875,
1638573780,416.77761996204845,5.498,
1638573780,412.9962730237367,5.4965,
1638573780,444.100901064688,5.4975000000000005,
1638573780,438.73382799095526,5.497,
1638573781,602.063619939323,5.4967500000000005,
1638573781,572.3007601668048,5.50075,
1638573781,567.7875396275296,5.4990000000000006,
1638573781,572.7886759007806,5.4990000000000006,
1638573781,568.5194132284931,5.4975000000000005,
1638573782,750.024066267456,5.48725,
1638573782,669.7619280284522,5.49375,
1638573782,589.6217687229424,5.495,
1638573782,563.1523401547604,5.4995,
1638573782,551.9302782733191,5.498,
1638573783,437.39205972252205,5.5025,
1638573783,437.6360175895099,5.50075,
1638573783,433.6107127842103,5.505,
1638573783,431.6590498483075,5.50425,
1638573783,432.02498664878925,5.50075,
1638573784,665.7366232231526,5.49475,
1638573784,674.6410853682092,5.49775,
1638573784,644.0243730612337,5.4935,
1638573784,678.422432306521,5.489,
1638573784,727.0920267705977,5.4885,
1638573785,873.2227890963218,5.49125,
1638573785,747.0965718636018,5.49575,
1638573785,705.8676923426545,5.5,
1638573785,710.014976081448,5.49875,
1638573785,704.4039451407274,5.49925,
1638573786,565.9578556251207,5.49475,
1638573786,568.641392161987,5.498,
1638573786,575.4722124376469,5.50425,
1638573786,573.2765916347563,5.50275,
1638573786,567.5435817605418,5.501,
1638573787,775.1517265672048,5.503,
1638573787,792.4727351233424,5.4985,
1638573787,795.6441873941845,5.50025,
1638573787,755.6350972081766,5.49375,
1638573787,794.3024191257513,5.5035,
1638573788,934.8221505107548,5.49375,
1638573788,1035.3327917097502,5.50175,
1638573788,913.3538582158236,5.5105,
1638573788,865.4161373527105,5.49475,
1638573788,1032.7712341063777,5.50275,
1638573789,858.0974013430749,5.49975,
1638573789,855.2918858727146,5.498,
1638573789,854.3160544047632,5.497,
1638573789,845.8995079936823,5.4895000000000005,
1638573789,986.1752815116978,5.489,
1638573790,650.7332144033996,5.5015,
1638573790,709.0391446134965,5.508,
1638573790,658.539866147011,5.5055000000000005,
1638573790,655.4903928096628,5.50975,
1638573790,564.7380662901815,5.5142500000000005,
1638573791,582.4250116468007,5.50425,
1638573791,691.596157123865,5.507,
1638573791,657.5640346790595,5.50325,
1638573791,656.95414001159,5.50425,
1638573791,674.5191064347154,5.503,
1638573792,862.7326008158441,5.49575,
1638573792,926.4056040996738,5.4925,
1638573792,931.5287193064187,5.493,
1638573792,925.3077936982285,5.49925,
1638573792,859.9270853454838,5.4975000000000005,
1638573793,923.4781096958195,5.49175,
1638573793,964.0970945492971,5.4925,
1638573793,938.3595395820786,5.502,
1638573793,863.3424954833138,5.496,
1638573793,861.7567693478927,5.4910000000000005,
1638573794,818.4542479575488,5.49375,
1638573794,833.8235935777835,5.50675,
1638573794,722.5788062313225,5.5065,
1638573794,784.910041246719,5.494,
1638573794,835.1653618462167,5.4910000000000005,
1638573795,811.8673855488768,5.50075,
1638573795,819.7960162259819,5.5035,
1638573795,739.777835853966,5.49225,
1638573795,849.1929391980183,5.4902500000000005,
1638573795,844.1918029247673,5.4975000000000005,
1638573796,718.7974592930108,5.49425,
1638573796,783.08035724431,5.498,
1638573796,779.0550524390105,5.495,
1638573796,761.6120649493789,5.49075,
1638573796,775.2737055006987,5.4902500000000005,
1638573797,728.311816105537,5.49775,
1638573797,795.2782505937028,5.49625,
1638573797,798.5716817980388,5.49475,
1638573797,807.2321860761075,5.4965,
1638573797,752.4636449373345,5.4985,
1638573798,661.833297351347,5.4995,
1638573798,674.0311907007397,5.502,
1638573798,649.6354040019544,5.49725,
1638573798,668.2981808265251,5.49525,
1638573798,669.1520333609826,5.4982500000000005,
1638573799,620.4824388969059,5.5065,
1638573799,661.3453816173713,5.50175,
1638573799,718.309543559035,5.50875,
1638573799,625.4835751701569,5.50375,
1638573799,684.7653368482052,5.50375,
1638573800,744.6569931937231,5.49175,
1638573800,798.5716817980388,5.4935,
1638573800,809.671764745986,5.4935,
1638573800,781.1286943084073,5.4915,
1638573800,805.2805231402047,5.48775,
1638573801,850.7786653334393,5.495,
1638573801,869.685400024998,5.5,
1638573801,786.6177463156339,5.49525,
1638573801,833.3356778438078,5.4925,
1638573801,849.3149181315122,5.498,
1638573802,868.2216528230708,5.4975000000000005,
1638573802,801.3771972683991,5.49075,
1638573802,858.9512538775324,5.495,
1638573802,866.7579056211437,5.498,
1638573802,835.6532775801924,5.4955,
1638573803,878.1019464360788,5.50275,
1638573803,820.7718476939334,5.4955,
1638573803,856.0237594736782,5.49625,
1638573803,861.5128114809048,5.50025,
1638573803,836.6291090481438,5.508,
1638573804,775.5176633676866,5.5,
1638573804,804.6706284727351,5.49325,
1638573804,840.7763927869373,5.4910000000000005,
1638573804,849.4368970650061,5.495,
1638573804,780.2748417739498,5.49225,
1638573805,766.61320122263,5.515,
1638573805,670.6157805629097,5.514,
1638573805,651.2211301373754,5.51,
1638573805,653.660708807254,5.5115,
1638573805,652.5628984058086,5.51475,
1638573806,422.14469303578124,5.50175,
1638573806,444.4668378651698,5.4955,
1638573806,476.0593816400968,5.49325,
1638573806,474.96157123865146,5.49425,
1638573806,471.79011896780935,5.4935,
1638573807,780.1528628404558,5.49375,
1638573807,836.385151181156,5.494,
1638573807,836.50713011465,5.496,
1638573807,827.7246469030872,5.5040000000000004,
1638573807,744.5350142602292,5.49375,
1638573808,624.1418069017237,5.503,
1638573808,653.1727930732782,5.5025,
1638573808,647.9276989330393,5.49775,
1638573808,655.124456009181,5.50075,
1638573808,609.5043348824524,5.50025,
1638573809,741.4855409228811,5.4995,
1638573809,749.1702137329985,5.4982500000000005,
1638573809,728.7997318395127,5.5025,
1638573809,684.2774211142295,5.4967500000000005,
1638573809,705.6237344756667,5.49575,
1638573810,810.2816594134557,5.495,
1638573810,808.086038610565,5.4955,
1638573810,756.9768654766098,5.49225,
1638573810,770.7604849614235,5.49,
1638573810,812.8432170168281,5.4935,
1638573811,695.0115672616951,5.502,
1638573811,682.5697160453145,5.501,
1638573811,675.6169168361607,5.5040000000000004,
1638573811,633.9001215812378,5.4965,
1638573811,671.713590964355,5.4985,
1638573812,901.155964866431,5.4995,
1638573812,747.3405297305895,5.494,
1638573812,760.6362334814276,5.49325,
1638573812,739.4118990534844,5.4925,
1638573812,836.9950458486256,5.49475,
1638573813,648.4156146670151,5.49375,
1638573813,728.7997318395127,5.48975,
1638573813,813.2091538173099,5.4975000000000005,
1638573813,691.9620939243468,5.4885,
1638573813,794.6683559262331,5.4895000000000005,
1638573814,803.3288602043019,5.49475,
1638573814,813.9410274182735,5.494,
1638573814,834.5554671787471,5.498,
1638573814,836.7510879816377,5.5,
1638573814,770.2725692274478,5.4967500000000005,
1638573815,771.2484006953991,5.494,
1638573815,778.3231788380469,5.49075,
1638573815,730.2634790414398,5.4925,
1638573815,775.7616212346744,5.49925,
1638573815,781.8605679093707,5.49475,
1638573816,614.2615132887156,5.49925,
1638573816,665.126728555683,5.4995,
1638573816,653.0508141397843,5.496,
1638573816,667.6882861590555,5.49525,
1638573816,655.2464349426749,5.5047500000000005,
1638573817,775.6396423011805,5.4975000000000005,
1638573817,731.4832683763791,5.50125,
1638573817,694.5236515277194,5.492,
1638573817,746.1207403956503,5.487,
1638573817,743.5591827922779,5.48775,
1638573818,621.0923335643755,5.4935,
1638573818,689.4005363209744,5.4945,
1638573818,677.3246219050757,5.4955,
1638573818,694.5236515277194,5.49775,
1638573818,637.1935527855738,5.49475,
1638573819,675.3729589691728,5.49625,
1638573819,683.6675264467599,5.50325,
1638573819,666.1025600236344,5.4967500000000005,
1638573819,677.5685797720636,5.49625,
1638573819,634.6319951822014,5.50075,
1638573820,756.2449918756462,5.4955,
1638573820,728.311816105537,5.503,
1638573820,674.1531696342336,5.5065,
1638573820,622.3121228993148,5.502,
1638573820,704.0380083402456,5.503,
1638573821,661.4673605508652,5.4945,
1638573821,663.4190234867681,5.4975000000000005,
1638573821,663.541002420262,5.505,
1638573821,624.6297226356994,5.49875,
1638573821,650.6112354699058,5.50025,
1638573822,711.6007022168691,5.4905,
1638573822,798.4497028645447,5.5015,
1638573822,731.4832683763791,5.4985,
1638573822,783.4462940447918,5.497,
1638573822,731.2393105093912,5.4985,
1638573823,676.1048325701364,5.50125,
1638573823,670.9817173633915,5.5035,
1638573823,655.0024770756871,5.50075,
1638573823,652.1969616053268,5.50075,
1638573823,669.5179701614644,5.50025,
1638573824,661.1014237503834,5.4955,
1638573824,668.7860965605008,5.4935,
1638573824,635.8517845171407,5.4967500000000005,
1638573824,641.5847943913552,5.49625,
1638573824,654.8804981421932,5.501,
1638573825,871.6370629609007,5.486,
1638573825,965.0729260172485,5.4875,
1638573825,891.7635869873986,5.49425,
1638573825,816.6245639551398,5.49475,
1638573825,882.6151669753541,5.4835,
1638573826,647.6837410660515,5.501,
1638573826,628.8989853079868,5.497,
1638573826,670.8597384298976,5.4985,
1638573826,672.0795277648368,5.5,
1638573826,660.3695501494199,5.4967500000000005,
1638573827,689.4005363209744,5.50025,
1638573827,656.832161078096,5.498,
1638573827,681.2279477768814,5.50125,
1638573827,702.2083243378368,5.497,
1638573827,665.0047496221891,5.497,
1638573828,811.0135330144192,5.49275,
1638573828,743.4372038587838,5.49175,
1638573828,764.0516436192574,5.493,
1638573828,721.602974763371,5.4895000000000005,
1638573828,758.0746758780551,5.4945,
1638573829,420.43698796686624,5.50275,
1638573829,428.1216607769836,5.4967500000000005,
1638573829,429.5854079789107,5.4982500000000005,
1638573829,429.7073869124047,5.4990000000000006,
1638573829,437.39205972252205,5.49975,
1638573830,518.0201347620075,5.50075,
1638573830,524.2410603701978,5.49925,
1638573830,518.3860715624893,5.49625,
1638573830,522.289397434295,5.498,
1638573830,515.9464928926108,5.49925,
