Time(ms),Main(mA),Main Voltage(V),
1638569004,372.3139719863341,5.4985,
1638569004,370.72820380737386,5.50025,
1638569004,373.28982932723267,5.501,
1638569004,373.16784715962035,5.502,
1638569004,372.19198981872177,5.49875,
1638569005,644.2122235942034,5.4945,
1638569005,643.7242949237541,5.49575,
1638569005,644.090241426591,5.49775,
1638569005,643.3583484209171,5.49775,
1638569005,640.0648298953844,5.494,
1638569006,583.8533061137919,5.4995,
1638569006,584.0972593608205,5.50275,
1638569006,585.8049320900215,5.4990000000000006,
1638569006,590.4400437835668,5.498,
1638569006,584.2192359843349,5.496,
1638569007,902.700199980305,5.49525,
1638569007,912.4583298614531,5.49475,
1638569007,908.1891480384508,5.48975,
1638569007,907.579264920879,5.49,
1638569007,907.0913584268217,5.493,
1638569008,599.7102671706575,5.49725,
1638569008,603.6135191231167,5.502,
1638569008,605.0772386052889,5.5015,
1638569008,594.2213191125117,5.49925,
1638569008,613.8595554983222,5.49875,
1638569009,529.69568527342,5.49975,
1638569009,540.6735813897117,5.49375,
1638569009,546.8943891889436,5.4975000000000005,
1638569009,534.2088203434511,5.50175,
1638569009,523.3529008506738,5.50225,
1638569010,743.1547764235341,5.49175,
1638569010,704.2442335224562,5.48975,
1638569010,726.8099088726111,5.48975,
1638569010,714.2463166506329,5.49325,
1638569010,716.9298023679487,5.489,
1638569011,658.990906198632,5.498,
1638569011,663.9919477627204,5.497,
1638569011,660.698578927833,5.50175,
1638569011,650.0866126820844,5.5,
1638569011,695.827846499966,5.5,
1638569012,792.9212388173893,5.49625,
1638569012,733.5186231659004,5.49125,
1638569012,795.8486777817336,5.4935,
1638569012,762.4270829388015,5.50125,
1638569012,708.7573685924872,5.492,
1638569013,569.5820411626128,5.5005,
1638569013,570.1919242801846,5.49375,
1638569013,649.1107996939696,5.50225,
1638569013,571.5336671388425,5.50075,
1638569013,569.8259944096416,5.50175,
1638569014,816.3407505321446,5.49625,
1638569014,872.3280207252317,5.493,
1638569014,914.2879792141683,5.49075,
1638569014,917.3373948020271,5.4895000000000005,
1638569014,967.2258338193966,5.4967500000000005,
1638569015,681.6785581723012,5.4995,
1638569015,653.0140516464288,5.50425,
1638569015,653.6239347640005,5.506,
1638569015,660.2106724337755,5.5035,
1638569015,722.0528205555514,5.497,
1638569016,732.2988569307569,5.4985,
1638569016,839.6382856233856,5.50025,
1638569016,772.3071894434639,5.4990000000000006,
1638569016,735.9581556361874,5.50175,
1638569016,708.8793452160015,5.4990000000000006,
1638569017,886.9652155469538,5.4975000000000005,
1638569017,902.2122934862476,5.4995,
1638569017,898.5529947808171,5.4910000000000005,
1638569017,915.8736753198549,5.5015,
1638569017,865.9852363024854,5.49875,
1638569018,774.8686985372653,5.49275,
1638569018,776.9423011370093,5.4945,
