depl,model,pcpu ,tcpu,p_timestamp,t_timestamp,p_time,t_time
SCLB,yolov4,0.0,100.0,11/22/21 15:05:14.116,11/22/21 15:05:13.921,0.0,0.0
SCLB,yolov4,0.01,100.0,11/22/21 15:05:14.478,11/22/21 15:05:14.282,0.362,0.361
SCLB,yolov4,0.01,93.3,11/22/21 15:05:14.846,11/22/21 15:05:14.650,0.73,0.729
SCLB,yolov4,0.01,93.8,11/22/21 15:05:15.214,11/22/21 15:05:15.018,1.098,1.097
SCLB,yolov4,0.01,100.0,11/22/21 15:05:15.579,11/22/21 15:05:15.380,1.463,1.459
SCLB,yolov4,0.01,100.0,11/22/21 15:05:15.943,11/22/21 15:05:15.752,1.827,1.831
SCLB,yolov4,0.02,100.0,11/22/21 15:05:16.311,11/22/21 15:05:16.113,2.195,2.192
SCLB,yolov4,0.02,93.3,11/22/21 15:05:16.674,11/22/21 15:05:16.484,2.558,2.563
SCLB,yolov4,0.02,100.0,11/22/21 15:05:17.040,11/22/21 15:05:16.845,2.924,2.924
SCLB,yolov4,0.02,100.0,11/22/21 15:05:17.407,11/22/21 15:05:17.215,3.291,3.294
SCLB,yolov4,0.02,93.8,11/22/21 15:05:17.773,11/22/21 15:05:17.578,3.657,3.657
SCLB,yolov4,0.03,100.0,11/22/21 15:05:18.142,11/22/21 15:05:17.949,4.026,4.028
SCLB,yolov4,0.03,100.0,11/22/21 15:05:18.508,11/22/21 15:05:18.312,4.392,4.391
SCLB,yolov4,0.03,100.0,11/22/21 15:05:18.876,11/22/21 15:05:18.683,4.76,4.762
SCLB,yolov4,0.03,100.0,11/22/21 15:05:19.240,11/22/21 15:05:19.046,5.124,5.125
SCLB,yolov4,0.04,93.3,11/22/21 15:05:19.614,11/22/21 15:05:19.416,5.498,5.495
SCLB,yolov4,0.04,100.0,11/22/21 15:05:19.975,11/22/21 15:05:19.782,5.859,5.861
SCLB,yolov4,0.04,100.0,11/22/21 15:05:20.355,11/22/21 15:05:20.153,6.239,6.232
SCLB,yolov4,0.04,100.0,11/22/21 15:05:20.714,11/22/21 15:05:20.523,6.598,6.602
SCLB,yolov4,0.04,100.0,11/22/21 15:05:21.091,11/22/21 15:05:20.887,6.975,6.966
SCLB,yolov4,0.05,93.3,11/22/21 15:05:21.452,11/22/21 15:05:21.261,7.336,7.34
SCLB,yolov4,0.05,93.3,11/22/21 15:05:21.819,11/22/21 15:05:21.620,7.703,7.699
SCLB,yolov4,0.05,93.3,11/22/21 15:05:22.182,11/22/21 15:05:21.991,8.066,8.07
SCLB,yolov4,0.05,100.0,11/22/21 15:05:22.547,11/22/21 15:05:22.352,8.431,8.431
SCLB,yolov4,0.06,93.3,11/22/21 15:05:22.918,11/22/21 15:05:22.722,8.802,8.801
SCLB,yolov4,0.06,93.3,11/22/21 15:05:23.280,11/22/21 15:05:23.086,9.164,9.165
SCLB,yolov4,0.06,100.0,11/22/21 15:05:23.658,11/22/21 15:05:23.458,9.542,9.537
SCLB,yolov4,0.06,100.0,11/22/21 15:05:24.018,11/22/21 15:05:23.826,9.902,9.905
SCLB,yolov4,0.06,100.0,11/22/21 15:05:24.393,11/22/21 15:05:24.191,10.277,10.27
SCLB,yolov4,0.07,100.0,11/22/21 15:05:24.753,11/22/21 15:05:24.564,10.637,10.643
SCLB,yolov4,0.07,100.0,11/22/21 15:05:25.118,11/22/21 15:05:24.923,11.002,11.002
SCLB,yolov4,0.07,100.0,11/22/21 15:05:25.486,11/22/21 15:05:25.293,11.37,11.372
SCLB,yolov4,0.07,100.0,11/22/21 15:05:25.851,11/22/21 15:05:25.656,11.735,11.735
SCLB,yolov4,0.07,100.0,11/22/21 15:05:26.229,11/22/21 15:05:26.028,12.113,12.107
SCLB,yolov4,0.08,100.0,11/22/21 15:05:26.588,11/22/21 15:05:26.397,12.472,12.476
SCLB,yolov4,0.08,100.0,11/22/21 15:05:26.964,11/22/21 15:05:26.760,12.848,12.839
SCLB,yolov4,0.08,100.0,11/22/21 15:05:27.324,11/22/21 15:05:27.134,13.208,13.213
SCLB,yolov4,0.08,100.0,11/22/21 15:05:27.689,11/22/21 15:05:27.494,13.573,13.573
SCLB,yolov4,0.09,100.0,11/22/21 15:05:28.058,11/22/21 15:05:27.865,13.942,13.944
SCLB,yolov4,0.09,100.0,11/22/21 15:05:28.421,11/22/21 15:05:28.227,14.305,14.306
SCLB,yolov4,0.09,100.0,11/22/21 15:05:28.799,11/22/21 15:05:28.598,14.683,14.677
SCLB,yolov4,0.09,100.0,11/22/21 15:05:29.159,11/22/21 15:05:28.968,15.043,15.047
SCLB,yolov4,0.09,93.8,11/22/21 15:05:29.535,11/22/21 15:05:29.333,15.419,15.412
SCLB,yolov4,0.1,93.3,11/22/21 15:05:29.895,11/22/21 15:05:29.705,15.779,15.784
SCLB,yolov4,0.1,100.0,11/22/21 15:05:30.260,11/22/21 15:05:30.065,16.144,16.144
SCLB,yolov4,0.1,100.0,11/22/21 15:05:30.628,11/22/21 15:05:30.435,16.512,16.514
SCLB,yolov4,0.1,100.0,11/22/21 15:05:30.992,11/22/21 15:05:30.798,16.876,16.877
SCLB,yolov4,0.1,100.0,11/22/21 15:05:31.370,11/22/21 15:05:31.169,17.254,17.248
SCLB,yolov4,0.11,100.0,11/22/21 15:05:31.730,11/22/21 15:05:31.538,17.614,17.617
SCLB,yolov4,0.11,100.0,11/22/21 15:05:32.103,11/22/21 15:05:31.901,17.987,17.98
SCLB,yolov4,0.11,93.3,11/22/21 15:05:32.462,11/22/21 15:05:32.272,18.346,18.351
SCLB,yolov4,0.11,100.0,11/22/21 15:05:32.828,11/22/21 15:05:32.633,18.712,18.712
SCLB,yolov4,0.12,100.0,11/22/21 15:05:33.196,11/22/21 15:05:33.002,19.08,19.081
SCLB,yolov4,0.12,100.0,11/22/21 15:05:33.559,11/22/21 15:05:33.365,19.443,19.444
SCLB,yolov4,0.12,100.0,11/22/21 15:05:33.938,11/22/21 15:05:33.736,19.822,19.815
SCLB,yolov4,0.12,93.3,11/22/21 15:05:34.297,11/22/21 15:05:34.105,20.181,20.184
SCLB,yolov4,0.12,100.0,11/22/21 15:05:34.669,11/22/21 15:05:34.468,20.553,20.547
SCLB,yolov4,0.13,100.0,11/22/21 15:05:35.029,11/22/21 15:05:34.839,20.913,20.918
SCLB,yolov4,0.13,100.0,11/22/21 15:05:35.395,11/22/21 15:05:35.200,21.279,21.279
SCLB,yolov4,0.13,100.0,11/22/21 15:05:35.764,11/22/21 15:05:35.570,21.648,21.649
SCLB,yolov4,0.13,93.3,11/22/21 15:05:36.128,11/22/21 15:05:35.935,22.012,22.014
SCLB,yolov4,0.14,100.0,11/22/21 15:05:36.507,11/22/21 15:05:36.306,22.391,22.385
SCLB,yolov4,0.14,100.0,11/22/21 15:05:36.866,11/22/21 15:05:36.675,22.75,22.754
SCLB,yolov4,0.14,100.0,11/22/21 15:05:37.240,11/22/21 15:05:37.038,23.124,23.117
SCLB,yolov4,0.14,100.0,11/22/21 15:05:37.599,11/22/21 15:05:37.410,23.483,23.489
SCLB,yolov4,0.14,100.0,11/22/21 15:05:37.965,11/22/21 15:05:37.770,23.849,23.849
SCLB,yolov4,0.15,100.0,11/22/21 15:05:38.333,11/22/21 15:05:38.140,24.217,24.219
SCLB,yolov4,0.15,100.0,11/22/21 15:05:38.696,11/22/21 15:05:38.502,24.58,24.581
SCLB,yolov4,0.15,100.0,11/22/21 15:05:39.075,11/22/21 15:05:38.873,24.959,24.952
SCLB,yolov4,0.15,100.0,11/22/21 15:05:39.434,11/22/21 15:05:39.243,25.318,25.322
SCLB,yolov4,0.15,100.0,11/22/21 15:05:39.806,11/22/21 15:05:39.606,25.69,25.685
SCLB,yolov4,0.16,100.0,11/22/21 15:05:40.166,11/22/21 15:05:39.976,26.05,26.055
SCLB,yolov4,0.16,100.0,11/22/21 15:05:40.531,11/22/21 15:05:40.336,26.415,26.415
SCLB,yolov4,0.16,100.0,11/22/21 15:05:40.901,11/22/21 15:05:40.706,26.785,26.785
SCLB,yolov4,0.16,93.3,11/22/21 15:05:41.264,11/22/21 15:05:41.070,27.148,27.149
SCLB,yolov4,0.17,100.0,11/22/21 15:05:41.643,11/22/21 15:05:41.441,27.527,27.52
SCLB,yolov4,0.17,93.8,11/22/21 15:05:42.002,11/22/21 15:05:41.811,27.886,27.89
SCLB,yolov4,0.17,93.8,11/22/21 15:05:42.377,11/22/21 15:05:42.174,28.261,28.253
SCLB,yolov4,0.17,100.0,11/22/21 15:05:42.736,11/22/21 15:05:42.546,28.62,28.625
SCLB,yolov4,0.17,100.0,11/22/21 15:05:43.101,11/22/21 15:05:42.906,28.985,28.985
SCLB,yolov4,0.18,100.0,11/22/21 15:05:43.473,11/22/21 15:05:43.275,29.357,29.354
SCLB,yolov4,0.18,100.0,11/22/21 15:05:43.832,11/22/21 15:05:43.640,29.716,29.719
SCLB,yolov4,0.18,100.0,11/22/21 15:05:44.210,11/22/21 15:05:44.007,30.094,30.086
SCLB,yolov4,0.18,100.0,11/22/21 15:05:44.570,11/22/21 15:05:44.380,30.454,30.459
SCLB,yolov4,0.18,100.0,11/22/21 15:05:44.937,11/22/21 15:05:44.739,30.821,30.818
SCLB,yolov4,0.19,100.0,11/22/21 15:05:45.302,11/22/21 15:05:45.110,31.186,31.189
SCLB,yolov4,0.19,100.0,11/22/21 15:05:45.668,11/22/21 15:05:45.473,31.552,31.552
SCLB,yolov4,0.19,100.0,11/22/21 15:05:46.042,11/22/21 15:05:45.844,31.926,31.923
SCLB,yolov4,0.19,100.0,11/22/21 15:05:46.406,11/22/21 15:05:46.211,32.29,32.29
SCLB,yolov4,0.2,93.3,11/22/21 15:05:46.788,11/22/21 15:05:46.585,32.672,32.664
SCLB,yolov4,0.2,100.0,11/22/21 15:05:47.146,11/22/21 15:05:46.955,33.03,33.034
SCLB,yolov4,0.2,100.0,11/22/21 15:05:47.524,11/22/21 15:05:47.320,33.408,33.399
SCLB,yolov4,0.2,100.0,11/22/21 15:05:47.885,11/22/21 15:05:47.694,33.769,33.773
SCLB,yolov4,0.2,100.0,11/22/21 15:05:48.250,11/22/21 15:05:48.053,34.134,34.132
SCLB,yolov4,0.21,100.0,11/22/21 15:05:48.615,11/22/21 15:05:48.423,34.499,34.502
SCLB,yolov4,0.21,100.0,11/22/21 15:05:48.979,11/22/21 15:05:48.785,34.863,34.864
SCLB,yolov4,0.21,100.0,11/22/21 15:05:49.356,11/22/21 15:05:49.156,35.24,35.235
SCLB,yolov4,0.21,100.0,11/22/21 15:05:49.715,11/22/21 15:05:49.524,35.599,35.603
SCLB,yolov4,0.22,100.0,11/22/21 15:05:50.092,11/22/21 15:05:49.889,35.976,35.968
SCLB,yolov4,0.22,100.0,11/22/21 15:05:50.451,11/22/21 15:05:50.262,36.335,36.341
SCLB,yolov4,0.22,100.0,11/22/21 15:05:50.816,11/22/21 15:05:50.620,36.7,36.699
SCLB,yolov4,0.22,100.0,11/22/21 15:05:51.183,11/22/21 15:05:50.990,37.067,37.069
SCLB,yolov4,0.22,100.0,11/22/21 15:05:51.546,11/22/21 15:05:51.353,37.43,37.432
SCLB,yolov4,0.23,93.3,11/22/21 15:05:51.924,11/22/21 15:05:51.723,37.808,37.802
SCLB,yolov4,0.23,93.8,11/22/21 15:05:52.283,11/22/21 15:05:52.092,38.167,38.171
SCLB,yolov4,0.23,93.8,11/22/21 15:05:52.657,11/22/21 15:05:52.454,38.541,38.533
SCLB,yolov4,0.23,93.3,11/22/21 15:05:53.016,11/22/21 15:05:52.827,38.9,38.906
SCLB,yolov4,0.23,100.0,11/22/21 15:05:53.382,11/22/21 15:05:53.186,39.266,39.265
SCLB,yolov4,0.24,87.5,11/22/21 15:05:53.750,11/22/21 15:05:53.557,39.634,39.636
SCLB,yolov4,0.24,100.0,11/22/21 15:05:54.113,11/22/21 15:05:53.920,39.997,39.999
SCLB,yolov4,0.24,93.3,11/22/21 15:05:54.493,11/22/21 15:05:54.291,40.377,40.37
SCLB,yolov4,0.24,93.8,11/22/21 15:05:54.852,11/22/21 15:05:54.661,40.736,40.74
SCLB,yolov4,0.25,100.0,11/22/21 15:05:55.227,11/22/21 15:05:55.024,41.111,41.103
SCLB,yolov4,0.25,100.0,11/22/21 15:05:55.586,11/22/21 15:05:55.397,41.47,41.476
SCLB,yolov4,0.25,100.0,11/22/21 15:05:55.951,11/22/21 15:05:55.757,41.835,41.836
SCLB,yolov4,0.25,100.0,11/22/21 15:05:56.319,11/22/21 15:05:56.126,42.203,42.205
SCLB,yolov4,0.25,93.8,11/22/21 15:05:56.682,11/22/21 15:05:56.488,42.566,42.567
SCLB,yolov4,0.26,93.3,11/22/21 15:05:57.061,11/22/21 15:05:56.860,42.945,42.939
SCLB,yolov4,0.26,100.0,11/22/21 15:05:57.421,11/22/21 15:05:57.230,43.305,43.309
SCLB,yolov4,0.26,100.0,11/22/21 15:05:57.794,11/22/21 15:05:57.593,43.678,43.672
SCLB,yolov4,0.26,100.0,11/22/21 15:05:58.155,11/22/21 15:05:57.965,44.039,44.044
SCLB,yolov4,0.26,100.0,11/22/21 15:05:58.521,11/22/21 15:05:58.326,44.405,44.405
SCLB,yolov4,0.27,100.0,11/22/21 15:05:58.889,11/22/21 15:05:58.696,44.773,44.775
SCLB,yolov4,0.27,100.0,11/22/21 15:05:59.251,11/22/21 15:05:59.058,45.135,45.137
SCLB,yolov4,0.27,100.0,11/22/21 15:05:59.631,11/22/21 15:05:59.429,45.515,45.508
SCLB,yolov4,0.27,93.3,11/22/21 15:05:59.991,11/22/21 15:05:59.799,45.875,45.878
SCLB,yolov4,0.28,100.0,11/22/21 15:06:00.366,11/22/21 15:06:00.163,46.25,46.242
SCLB,yolov4,0.28,100.0,11/22/21 15:06:00.728,11/22/21 15:06:00.538,46.612,46.617
SCLB,yolov4,0.28,93.8,11/22/21 15:06:01.093,11/22/21 15:06:00.896,46.977,46.975
SCLB,yolov4,0.28,100.0,11/22/21 15:06:01.459,11/22/21 15:06:01.268,47.343,47.347
SCLB,yolov4,0.28,87.5,11/22/21 15:06:01.823,11/22/21 15:06:01.629,47.707,47.708
SCLB,yolov4,0.29,100.0,11/22/21 15:06:02.201,11/22/21 15:06:02.000,48.085,48.079
SCLB,yolov4,0.29,100.0,11/22/21 15:06:02.560,11/22/21 15:06:02.369,48.444,48.448
SCLB,yolov4,0.29,100.0,11/22/21 15:06:02.935,11/22/21 15:06:02.732,48.819,48.811
SCLB,yolov4,0.29,100.0,11/22/21 15:06:03.297,11/22/21 15:06:03.106,49.181,49.185
SCLB,yolov4,0.29,93.8,11/22/21 15:06:03.664,11/22/21 15:06:03.466,49.548,49.545
SCLB,yolov4,0.3,93.8,11/22/21 15:06:04.030,11/22/21 15:06:03.838,49.914,49.917
SCLB,yolov4,0.3,100.0,11/22/21 15:06:04.395,11/22/21 15:06:04.201,50.279,50.28
SCLB,yolov4,0.3,93.8,11/22/21 15:06:04.773,11/22/21 15:06:04.572,50.657,50.651
SCLB,yolov4,0.3,100.0,11/22/21 15:06:05.133,11/22/21 15:06:04.941,51.017,51.02
SCLB,yolov4,0.31,100.0,11/22/21 15:06:05.509,11/22/21 15:06:05.306,51.393,51.385
SCLB,yolov4,0.31,100.0,11/22/21 15:06:05.869,11/22/21 15:06:05.680,51.753,51.759
SCLB,yolov4,0.31,100.0,11/22/21 15:06:06.235,11/22/21 15:06:06.039,52.119,52.118
SCLB,yolov4,0.31,100.0,11/22/21 15:06:06.603,11/22/21 15:06:06.411,52.487,52.49
SCLB,yolov4,0.31,100.0,11/22/21 15:06:06.966,11/22/21 15:06:06.772,52.85,52.851
SCLB,yolov4,0.32,100.0,11/22/21 15:06:07.344,11/22/21 15:06:07.143,53.228,53.222
SCLB,yolov4,0.32,93.8,11/22/21 15:06:07.703,11/22/21 15:06:07.512,53.587,53.591
SCLB,yolov4,0.32,93.8,11/22/21 15:06:08.077,11/22/21 15:06:07.874,53.961,53.953
SCLB,yolov4,0.32,100.0,11/22/21 15:06:08.438,11/22/21 15:06:08.248,54.322,54.327
SCLB,yolov4,0.33,93.8,11/22/21 15:06:08.803,11/22/21 15:06:08.608,54.687,54.687
SCLB,yolov4,0.33,100.0,11/22/21 15:06:09.171,11/22/21 15:06:08.979,55.055,55.058
SCLB,yolov4,0.33,93.3,11/22/21 15:06:09.536,11/22/21 15:06:09.341,55.42,55.42
SCLB,yolov4,0.33,93.8,11/22/21 15:06:09.913,11/22/21 15:06:09.713,55.797,55.792
SCLB,yolov4,0.33,100.0,11/22/21 15:06:10.272,11/22/21 15:06:10.080,56.156,56.159
SCLB,yolov4,0.34,93.8,11/22/21 15:06:10.645,11/22/21 15:06:10.443,56.529,56.522
SCLB,yolov4,0.34,100.0,11/22/21 15:06:11.005,11/22/21 15:06:10.815,56.889,56.894
SCLB,yolov4,0.34,100.0,11/22/21 15:06:11.370,11/22/21 15:06:11.175,57.254,57.254
SCLB,yolov4,0.34,93.3,11/22/21 15:06:11.739,11/22/21 15:06:11.546,57.623,57.625
SCLB,yolov4,0.34,100.0,11/22/21 15:06:12.102,11/22/21 15:06:11.908,57.986,57.987
SCLB,yolov4,0.35,100.0,11/22/21 15:06:12.481,11/22/21 15:06:12.279,58.365,58.358
SCLB,yolov4,0.35,100.0,11/22/21 15:06:12.840,11/22/21 15:06:12.649,58.724,58.728
SCLB,yolov4,0.35,100.0,11/22/21 15:06:13.210,11/22/21 15:06:13.012,59.094,59.091
DOCKER,cifar10,0.04,93.3,11/22/21 10:54:20.258,11/22/21 10:54:20.067,0.0,0.0
DOCKER,cifar10,0.06,93.3,11/22/21 10:54:20.598,11/22/21 10:54:20.408,0.34,0.341
DOCKER,cifar10,0.07,100.0,11/22/21 10:54:20.936,11/22/21 10:54:20.748,0.678,0.681
DOCKER,cifar10,0.09,93.3,11/22/21 10:54:21.274,11/22/21 10:54:21.085,1.016,1.018
DOCKER,cifar10,0.12,140.0,11/22/21 10:54:21.613,11/22/21 10:54:21.422,1.355,1.355
DOCKER,cifar10,0.15,187.5,11/22/21 10:54:21.963,11/22/21 10:54:21.767,1.705,1.7
DOCKER,cifar10,0.19,200.0,11/22/21 10:54:22.315,11/22/21 10:54:22.117,2.057,2.05
DOCKER,cifar10,0.23,193.3,11/22/21 10:54:22.667,11/22/21 10:54:22.470,2.409,2.403
DOCKER,cifar10,0.3,200.0,11/22/21 10:54:23.296,11/22/21 10:54:23.097,3.038,3.03
DOCKER,cifar10,0.34,200.0,11/22/21 10:54:23.648,11/22/21 10:54:23.450,3.39,3.383
DOCKER,cifar10,0.37,200.0,11/22/21 10:54:23.995,11/22/21 10:54:23.800,3.737,3.733
DOCKER,cifar10,0.41,206.7,11/22/21 10:54:24.345,11/22/21 10:54:24.149,4.087,4.082
DOCKER,cifar10,0.45,206.7,11/22/21 10:54:24.695,11/22/21 10:54:24.499,4.437,4.432
DOCKER,cifar10,0.49,200.0,11/22/21 10:54:25.047,11/22/21 10:54:24.849,4.789,4.782
DOCKER,cifar10,0.52,200.0,11/22/21 10:54:25.397,11/22/21 10:54:25.201,5.139,5.134
DOCKER,cifar10,0.56,200.0,11/22/21 10:54:25.746,11/22/21 10:54:25.550,5.488,5.483
DOCKER,cifar10,0.6,200.0,11/22/21 10:54:26.099,11/22/21 10:54:25.903,5.841,5.836
DOCKER,cifar10,0.64,206.7,11/22/21 10:54:26.448,11/22/21 10:54:26.252,6.19,6.185
DOCKER,cifar10,0.67,200.0,11/22/21 10:54:26.797,11/22/21 10:54:26.602,6.539,6.535
DOCKER,cifar10,0.71,206.7,11/22/21 10:54:27.147,11/22/21 10:54:26.951,6.889,6.884
DOCKER,cifar10,0.75,200.0,11/22/21 10:54:27.496,11/22/21 10:54:27.300,7.238,7.233
DOCKER,cifar10,0.79,200.0,11/22/21 10:54:27.845,11/22/21 10:54:27.650,7.587,7.583
DOCKER,cifar10,0.82,200.0,11/22/21 10:54:28.195,11/22/21 10:54:27.999,7.937,7.932
DOCKER,cifar10,0.86,206.7,11/22/21 10:54:28.544,11/22/21 10:54:28.348,8.286,8.281
DOCKER,cifar10,0.9,200.0,11/22/21 10:54:28.893,11/22/21 10:54:28.698,8.635,8.631
DOCKER,cifar10,0.94,200.0,11/22/21 10:54:29.247,11/22/21 10:54:29.051,8.989,8.984
DOCKER,cifar10,0.97,200.0,11/22/21 10:54:29.597,11/22/21 10:54:29.402,9.339,9.335
DOCKER,cifar10,1.01,193.3,11/22/21 10:54:29.947,11/22/21 10:54:29.751,9.689,9.684
DOCKER,cifar10,1.05,200.0,11/22/21 10:54:30.296,11/22/21 10:54:30.101,10.038,10.034
DOCKER,cifar10,1.09,206.7,11/22/21 10:54:30.645,11/22/21 10:54:30.450,10.387,10.383
DOCKER,cifar10,1.12,200.0,11/22/21 10:54:30.997,11/22/21 10:54:30.802,10.739,10.735
DOCKER,cifar10,1.16,206.7,11/22/21 10:54:31.349,11/22/21 10:54:31.153,11.091,11.086
DOCKER,cifar10,1.2,200.0,11/22/21 10:54:31.699,11/22/21 10:54:31.503,11.441,11.436
DOCKER,cifar10,1.24,200.0,11/22/21 10:54:32.048,11/22/21 10:54:31.853,11.79,11.786
DOCKER,cifar10,1.27,200.0,11/22/21 10:54:32.397,11/22/21 10:54:32.202,12.139,12.135
DOCKER,cifar10,1.31,206.7,11/22/21 10:54:32.749,11/22/21 10:54:32.554,12.491,12.487
DOCKER,cifar10,1.35,200.0,11/22/21 10:54:33.100,11/22/21 10:54:32.904,12.842,12.837
DOCKER,cifar10,1.39,206.7,11/22/21 10:54:33.452,11/22/21 10:54:33.254,13.194,13.187
DOCKER,cifar10,1.42,200.0,11/22/21 10:54:33.802,11/22/21 10:54:33.606,13.544,13.539
DOCKER,cifar10,1.46,193.8,11/22/21 10:54:34.152,11/22/21 10:54:33.957,13.894,13.89
DOCKER,cifar10,1.5,200.0,11/22/21 10:54:34.501,11/22/21 10:54:34.306,14.243,14.239
DOCKER,cifar10,1.53,193.8,11/22/21 10:54:34.852,11/22/21 10:54:34.656,14.594,14.589
DOCKER,cifar10,1.57,200.0,11/22/21 10:54:35.201,11/22/21 10:54:35.006,14.943,14.939
DOCKER,cifar10,1.61,187.5,11/22/21 10:54:35.552,11/22/21 10:54:35.356,15.294,15.289
DOCKER,cifar10,1.65,200.0,11/22/21 10:54:35.902,11/22/21 10:54:35.706,15.644,15.639
DOCKER,cifar10,1.68,193.3,11/22/21 10:54:36.252,11/22/21 10:54:36.056,15.994,15.989
DOCKER,cifar10,1.72,206.7,11/22/21 10:54:36.601,11/22/21 10:54:36.406,16.343,16.339
DOCKER,cifar10,1.76,200.0,11/22/21 10:54:36.951,11/22/21 10:54:36.755,16.693,16.688
DOCKER,cifar10,1.79,206.7,11/22/21 10:54:37.301,11/22/21 10:54:37.105,17.043,17.038
DOCKER,cifar10,1.83,200.0,11/22/21 10:54:37.650,11/22/21 10:54:37.455,17.392,17.388
DOCKER,cifar10,1.87,187.5,11/22/21 10:54:38.002,11/22/21 10:54:37.807,17.744,17.74
DOCKER,cifar10,1.91,206.7,11/22/21 10:54:38.352,11/22/21 10:54:38.157,18.094,18.09
DOCKER,cifar10,1.94,200.0,11/22/21 10:54:38.700,11/22/21 10:54:38.506,18.442,18.439
DOCKER,cifar10,1.98,206.7,11/22/21 10:54:39.050,11/22/21 10:54:38.855,18.792,18.788
DOCKER,cifar10,2.02,206.7,11/22/21 10:54:39.400,11/22/21 10:54:39.204,19.142,19.137
DOCKER,cifar10,2.05,200.0,11/22/21 10:54:39.748,11/22/21 10:54:39.554,19.49,19.487
DOCKER,cifar10,2.09,206.7,11/22/21 10:54:40.097,11/22/21 10:54:39.902,19.839,19.835
DOCKER,cifar10,2.13,200.0,11/22/21 10:54:40.449,11/22/21 10:54:40.254,20.191,20.187
DOCKER,cifar10,2.16,193.3,11/22/21 10:54:40.798,11/22/21 10:54:40.603,20.54,20.536
DOCKER,cifar10,2.2,131.2,11/22/21 10:54:41.153,11/22/21 10:54:40.956,20.895,20.889
DOCKER,cifar10,2.23,150.0,11/22/21 10:54:41.503,11/22/21 10:54:41.309,21.245,21.242
DOCKER,cifar10,2.27,187.5,11/22/21 10:54:41.853,11/22/21 10:54:41.657,21.595,21.59
DOCKER,cifar10,2.3,187.5,11/22/21 10:54:42.203,11/22/21 10:54:42.007,21.945,21.94
DOCKER,cifar10,2.34,187.5,11/22/21 10:54:42.552,11/22/21 10:54:42.357,22.294,22.29
DOCKER,cifar10,2.38,200.0,11/22/21 10:54:42.901,11/22/21 10:54:42.706,22.643,22.639
DOCKER,cifar10,2.41,187.5,11/22/21 10:54:43.252,11/22/21 10:54:43.056,22.994,22.989
DOCKER,cifar10,2.45,193.8,11/22/21 10:54:43.602,11/22/21 10:54:43.406,23.344,23.339
DOCKER,cifar10,2.49,206.7,11/22/21 10:54:43.954,11/22/21 10:54:43.756,23.696,23.689
DOCKER,cifar10,2.53,200.0,11/22/21 10:54:44.305,11/22/21 10:54:44.109,24.047,24.042
DOCKER,cifar10,2.56,200.0,11/22/21 10:54:44.654,11/22/21 10:54:44.459,24.396,24.392
DOCKER,cifar10,2.6,200.0,11/22/21 10:54:45.007,11/22/21 10:54:44.811,24.749,24.744
DOCKER,cifar10,2.64,193.3,11/22/21 10:54:45.355,11/22/21 10:54:45.160,25.097,25.093
DOCKER,cifar10,2.67,200.0,11/22/21 10:54:45.706,11/22/21 10:54:45.510,25.448,25.443
DOCKER,cifar10,2.71,200.0,11/22/21 10:54:46.057,11/22/21 10:54:45.862,25.799,25.795
DOCKER,cifar10,2.75,200.0,11/22/21 10:54:46.408,11/22/21 10:54:46.212,26.15,26.145
DOCKER,cifar10,2.78,206.7,11/22/21 10:54:46.757,11/22/21 10:54:46.562,26.499,26.495
DOCKER,cifar10,2.82,200.0,11/22/21 10:54:47.106,11/22/21 10:54:46.911,26.848,26.844
DOCKER,cifar10,2.86,200.0,11/22/21 10:54:47.456,11/22/21 10:54:47.260,27.198,27.193
DOCKER,cifar10,2.89,206.7,11/22/21 10:54:47.808,11/22/21 10:54:47.609,27.55,27.542
DOCKER,cifar10,2.93,200.0,11/22/21 10:54:48.158,11/22/21 10:54:47.962,27.9,27.895
DOCKER,cifar10,2.97,206.7,11/22/21 10:54:48.511,11/22/21 10:54:48.315,28.253,28.248
DOCKER,cifar10,3.0,200.0,11/22/21 10:54:48.860,11/22/21 10:54:48.665,28.602,28.598
DOCKER,cifar10,3.04,200.0,11/22/21 10:54:49.211,11/22/21 10:54:49.015,28.953,28.948
DOCKER,cifar10,3.08,200.0,11/22/21 10:54:49.560,11/22/21 10:54:49.365,29.302,29.298
DOCKER,cifar10,3.11,193.3,11/22/21 10:54:49.909,11/22/21 10:54:49.713,29.651,29.646
DOCKER,cifar10,3.15,200.0,11/22/21 10:54:50.258,11/22/21 10:54:50.063,30.0,29.996
DOCKER,cifar10,3.19,200.0,11/22/21 10:54:50.608,11/22/21 10:54:50.413,30.35,30.346
DOCKER,cifar10,3.22,200.0,11/22/21 10:54:50.957,11/22/21 10:54:50.762,30.699,30.695
DOCKER,cifar10,3.26,206.7,11/22/21 10:54:51.309,11/22/21 10:54:51.114,31.051,31.047
DOCKER,cifar10,3.3,187.5,11/22/21 10:54:51.662,11/22/21 10:54:51.467,31.404,31.4
DOCKER,cifar10,3.33,187.5,11/22/21 10:54:52.012,11/22/21 10:54:51.817,31.754,31.75
DOCKER,cifar10,3.37,200.0,11/22/21 10:54:52.361,11/22/21 10:54:52.166,32.103,32.099
DOCKER,cifar10,3.41,200.0,11/22/21 10:54:52.712,11/22/21 10:54:52.517,32.454,32.45
DOCKER,cifar10,3.44,206.7,11/22/21 10:54:53.061,11/22/21 10:54:52.866,32.803,32.799
