row_id,run_id,depl,model,pcpu ,tcpu
1,1,ONNX,mnist,0.8231034482758619,190.84741379310339
2,1,ONNX,cifar10,0.5926732673267328,184.3029702970297
3,1,ONNX,emotion,0.401304347826087,174.295652173913
4,1,ONNX,yolov4,0.5360606060606061,184.0636363636363
5,1,SCLB,mnist,0.47235294117647064,98.31617647058818
6,1,SCLB,cifar10,0.33602649006622515,89.60927152317868
7,1,SCLB,emotion,0.5735251798561151,92.05971223021577
8,1,SCLB,yolov4,0.32418439716312064,90.55177304964533
9,1,DOCKER,mnist,0.5183076923076922,190.30000000000007
10,1,DOCKER,cifar10,0.6171296296296296,179.761111111111
11,1,DOCKER,emotion,0.5181159420289856,176.91594202898557
12,1,DOCKER,yolov4,0.5809009009009009,178.20090090090085
13,2,ONNX,mnist,0.57925,188.08583333333326
14,2,ONNX,cifar10,0.4921428571428571,185.33367346938772
15,2,ONNX,emotion,0.36852941176470594,175.7073529411765
16,2,ONNX,yolov4,0.6671134020618558,185.74432989690715
17,2,SCLB,mnist,0.5315384615384615,96.55524475524469
18,2,SCLB,cifar10,0.3651700680272109,92.05850340136048
19,2,SCLB,emotion,0.5018493150684931,89.95958904109578
20,2,SCLB,yolov4,0.39884057971014486,91.17971014492745
21,2,DOCKER,mnist,0.5784126984126985,191.5349206349207
22,2,DOCKER,cifar10,0.42098039215686284,183.2225490196078
23,2,DOCKER,emotion,0.3783561643835617,176.52328767123285
24,2,DOCKER,yolov4,0.44281818181818183,177.84909090909082
25,3,ONNX,mnist,0.6594117647058823,189.6176470588235
26,3,ONNX,cifar10,0.4684466019417476,181.04466019417475
27,3,ONNX,emotion,0.2826760563380282,173.72112676056338
28,3,ONNX,yolov4,0.6681000000000001,184.47199999999992
29,3,SCLB,mnist,0.379290780141844,97.20992907801414
30,3,SCLB,cifar10,0.327112676056338,93.67535211267595
31,3,SCLB,emotion,0.29276595744680856,91.70567375886515
32,3,SCLB,yolov4,0.35434782608695664,91.54347826086949
33,3,DOCKER,mnist,0.8454330708661416,192.66614173228353
34,3,DOCKER,cifar10,0.5493518518518519,180.52314814814812
35,3,DOCKER,emotion,0.3128767123287671,172.99041095890416
36,3,DOCKER,yolov4,0.7306422018348625,179.0266055045871
37,4,ONNX,mnist,0.9464655172413794,188.74741379310342
38,4,ONNX,cifar10,0.44686274509803925,181.49215686274508
39,4,ONNX,emotion,0.4680645161290323,180.37419354838707
40,4,ONNX,yolov4,0.6362886597938143,184.6917525773195
41,4,SCLB,mnist,0.23739130434782613,97.7934782608695
42,4,SCLB,cifar10,0.2590140845070423,92.39718309859146
43,4,SCLB,emotion,0.24243055555555554,90.45694444444435
44,4,SCLB,yolov4,0.2518518518518519,92.54962962962952
45,4,DOCKER,mnist,0.412063492063492,193.35714285714297
46,4,DOCKER,cifar10,0.3037142857142857,183.06190476190469
47,4,DOCKER,emotion,0.23328571428571426,181.88714285714283
48,4,DOCKER,yolov4,0.29596330275229354,179.3853211009174
49,5,ONNX,mnist,0.38767241379310347,191.17413793103447
50,5,ONNX,cifar10,0.37551401869158885,180.50934579439237
