depl,model,rss(kb),vsz(kb),timestamp,time
SCLB,yolov4,569228,476156,11/22/21 15:05:43.473,29.357
SCLB,yolov4,572620,479588,11/22/21 15:05:43.832,29.716
SCLB,yolov4,576908,483812,11/22/21 15:05:44.210,30.094
SCLB,yolov4,580364,487244,11/22/21 15:05:44.570,30.454
SCLB,yolov4,584140,490940,11/22/21 15:05:44.937,30.821
SCLB,yolov4,588044,494900,11/22/21 15:05:45.302,31.186
SCLB,yolov4,591500,498332,11/22/21 15:05:45.668,31.552
SCLB,yolov4,595788,502556,11/22/21 15:05:46.042,31.926
SCLB,yolov4,599244,506252,11/22/21 15:05:46.406,32.29
SCLB,yolov4,603532,510476,11/22/21 15:05:46.788,32.672
SCLB,yolov4,606928,513908,11/22/21 15:05:47.146,33.03
SCLB,yolov4,610960,517868,11/22/21 15:05:47.524,33.408
SCLB,yolov4,614672,521564,11/22/21 15:05:47.885,33.769
SCLB,yolov4,618448,525260,11/22/21 15:05:48.250,34.134
SCLB,yolov4,622416,529220,11/22/21 15:05:48.615,34.499
SCLB,yolov4,625808,532652,11/22/21 15:05:48.979,34.863
SCLB,yolov4,630096,536876,11/22/21 15:05:49.356,35.24
SCLB,yolov4,633552,540308,11/22/21 15:05:49.715,35.599
SCLB,yolov4,637584,544532,11/22/21 15:05:50.092,35.976
SCLB,yolov4,641296,548228,11/22/21 15:05:50.451,36.335
SCLB,yolov4,645072,551924,11/22/21 15:05:50.816,36.7
SCLB,yolov4,648976,555884,11/22/21 15:05:51.183,37.067
SCLB,yolov4,652432,559316,11/22/21 15:05:51.546,37.43
SCLB,yolov4,656720,563540,11/22/21 15:05:51.924,37.808
SCLB,yolov4,660176,566972,11/22/21 15:05:52.283,38.167
SCLB,yolov4,664148,570932,11/22/21 15:05:52.657,38.541
SCLB,yolov4,667860,574628,11/22/21 15:05:53.016,38.9
SCLB,yolov4,671636,578588,11/22/21 15:05:53.382,39.266
SCLB,yolov4,675604,582548,11/22/21 15:05:53.750,39.634
SCLB,yolov4,679060,585980,11/22/21 15:05:54.113,39.997
SCLB,yolov4,683348,590204,11/22/21 15:05:54.493,40.377
SCLB,yolov4,686740,593636,11/22/21 15:05:54.852,40.736
SCLB,yolov4,690772,597596,11/22/21 15:05:55.227,41.111
SCLB,yolov4,694484,601292,11/22/21 15:05:55.586,41.47
SCLB,yolov4,698260,605252,11/22/21 15:05:55.951,41.835
SCLB,yolov4,702228,609212,11/22/21 15:05:56.319,42.203
SCLB,yolov4,705620,612380,11/22/21 15:05:56.682,42.566
SCLB,yolov4,709908,616868,11/22/21 15:05:57.061,42.945
SCLB,yolov4,713364,620300,11/22/21 15:05:57.421,43.305
SCLB,yolov4,717400,624260,11/22/21 15:05:57.794,43.678
SCLB,yolov4,721048,627956,11/22/21 15:05:58.155,44.039
SCLB,yolov4,724824,631652,11/22/21 15:05:58.521,44.405
SCLB,yolov4,728792,635612,11/22/21 15:05:58.889,44.773
SCLB,yolov4,732248,639044,11/22/21 15:05:59.251,45.135
SCLB,yolov4,736536,643532,11/22/21 15:05:59.631,45.515
SCLB,yolov4,739928,646700,11/22/21 15:05:59.991,45.875
SCLB,yolov4,743960,650924,11/22/21 15:06:00.366,46.25
SCLB,yolov4,747672,654620,11/22/21 15:06:00.728,46.612
SCLB,yolov4,751448,658316,11/22/21 15:06:01.093,46.977
SCLB,yolov4,755416,662276,11/22/21 15:06:01.459,47.343
SCLB,yolov4,758808,665708,11/22/21 15:06:01.823,47.707
SCLB,yolov4,763096,669932,11/22/21 15:06:02.201,48.085
SCLB,yolov4,766552,673364,11/22/21 15:06:02.560,48.444
SCLB,yolov4,770584,677588,11/22/21 15:06:02.935,48.819
SCLB,yolov4,774300,681284,11/22/21 15:06:03.297,49.181
SCLB,yolov4,778076,684980,11/22/21 15:06:03.664,49.548
SCLB,yolov4,781980,688940,11/22/21 15:06:04.030,49.914
SCLB,yolov4,785436,692372,11/22/21 15:06:04.395,50.279
SCLB,yolov4,789724,696596,11/22/21 15:06:04.773,50.657
SCLB,yolov4,793180,700028,11/22/21 15:06:05.133,51.017
SCLB,yolov4,797148,703988,11/22/21 15:06:05.509,51.393
SCLB,yolov4,800860,707684,11/22/21 15:06:05.869,51.753
SCLB,yolov4,804636,711644,11/22/21 15:06:06.235,52.119
SCLB,yolov4,808604,715604,11/22/21 15:06:06.603,52.487
SCLB,yolov4,812060,719036,11/22/21 15:06:06.966,52.85
SCLB,yolov4,816348,723260,11/22/21 15:06:07.344,53.228
SCLB,yolov4,819740,726692,11/22/21 15:06:07.703,53.587
SCLB,yolov4,823772,730652,11/22/21 15:06:08.077,53.961
SCLB,yolov4,827488,734348,11/22/21 15:06:08.438,54.322
SCLB,yolov4,831264,738044,11/22/21 15:06:08.803,54.687
SCLB,yolov4,835232,742004,11/22/21 15:06:09.171,55.055
SCLB,yolov4,838624,745436,11/22/21 15:06:09.536,55.42
SCLB,yolov4,842912,749924,11/22/21 15:06:09.913,55.797
SCLB,yolov4,846368,753356,11/22/21 15:06:10.272,56.156
SCLB,yolov4,850400,757316,11/22/21 15:06:10.645,56.529
SCLB,yolov4,854048,761012,11/22/21 15:06:11.005,56.889
SCLB,yolov4,857824,764708,11/22/21 15:06:11.370,57.254
SCLB,yolov4,861792,768668,11/22/21 15:06:11.739,57.623
SCLB,yolov4,865248,772100,11/22/21 15:06:12.102,57.986
SCLB,yolov4,869536,776324,11/22/21 15:06:12.481,58.365
SCLB,yolov4,872928,779756,11/22/21 15:06:12.840,58.724
SCLB,yolov4,372132,255332,11/22/21 15:06:13.210,59.094
DOCKER,cifar10,179356,26880,11/22/21 10:54:20.258,0.0
DOCKER,cifar10,319880,68804,11/22/21 10:54:20.598,0.34
DOCKER,cifar10,325240,73656,11/22/21 10:54:20.936,0.678
DOCKER,cifar10,332808,79784,11/22/21 10:54:21.274,1.016
DOCKER,cifar10,418884,95544,11/22/21 10:54:21.613,1.355
DOCKER,cifar10,418884,95544,11/22/21 10:54:21.963,1.705
DOCKER,cifar10,418884,95544,11/22/21 10:54:22.315,2.057
DOCKER,cifar10,418884,95544,11/22/21 10:54:22.667,2.409
DOCKER,cifar10,418884,95544,11/22/21 10:54:23.296,3.038
DOCKER,cifar10,418884,95544,11/22/21 10:54:23.648,3.39
DOCKER,cifar10,418884,95544,11/22/21 10:54:23.995,3.737
DOCKER,cifar10,418884,95544,11/22/21 10:54:24.345,4.087
DOCKER,cifar10,418884,95544,11/22/21 10:54:24.695,4.437
DOCKER,cifar10,418884,95544,11/22/21 10:54:25.047,4.789
DOCKER,cifar10,418884,95544,11/22/21 10:54:25.397,5.139
DOCKER,cifar10,418884,95544,11/22/21 10:54:25.746,5.488
DOCKER,cifar10,418884,95544,11/22/21 10:54:26.099,5.841
DOCKER,cifar10,418884,95544,11/22/21 10:54:26.448,6.19
DOCKER,cifar10,418884,95544,11/22/21 10:54:26.797,6.539
DOCKER,cifar10,418884,95544,11/22/21 10:54:27.147,6.889
DOCKER,cifar10,418884,95544,11/22/21 10:54:27.496,7.238
DOCKER,cifar10,418884,95544,11/22/21 10:54:27.845,7.587
DOCKER,cifar10,418884,95544,11/22/21 10:54:28.195,7.937
DOCKER,cifar10,418884,95544,11/22/21 10:54:28.544,8.286
DOCKER,cifar10,418884,95544,11/22/21 10:54:28.893,8.635
DOCKER,cifar10,418884,95544,11/22/21 10:54:29.247,8.989
DOCKER,cifar10,418884,95544,11/22/21 10:54:29.597,9.339
DOCKER,cifar10,418884,95544,11/22/21 10:54:29.947,9.689
DOCKER,cifar10,418884,95544,11/22/21 10:54:30.296,10.038
DOCKER,cifar10,418884,95544,11/22/21 10:54:30.645,10.387
DOCKER,cifar10,418884,95544,11/22/21 10:54:30.997,10.739
DOCKER,cifar10,418884,95544,11/22/21 10:54:31.349,11.091
DOCKER,cifar10,418884,95544,11/22/21 10:54:31.699,11.441
DOCKER,cifar10,418884,95544,11/22/21 10:54:32.048,11.79
DOCKER,cifar10,418884,95544,11/22/21 10:54:32.397,12.139
DOCKER,cifar10,418884,95544,11/22/21 10:54:32.749,12.491
DOCKER,cifar10,418884,95544,11/22/21 10:54:33.100,12.842
DOCKER,cifar10,418884,95544,11/22/21 10:54:33.452,13.194
DOCKER,cifar10,418884,95544,11/22/21 10:54:33.802,13.544
DOCKER,cifar10,418884,95544,11/22/21 10:54:34.152,13.894
DOCKER,cifar10,418884,95544,11/22/21 10:54:34.501,14.243
DOCKER,cifar10,418884,95544,11/22/21 10:54:34.852,14.594
DOCKER,cifar10,418884,95544,11/22/21 10:54:35.201,14.943
DOCKER,cifar10,418884,95544,11/22/21 10:54:35.552,15.294
DOCKER,cifar10,418884,95544,11/22/21 10:54:35.902,15.644
DOCKER,cifar10,418884,95544,11/22/21 10:54:36.252,15.994
DOCKER,cifar10,418884,95544,11/22/21 10:54:36.601,16.343
DOCKER,cifar10,418884,95544,11/22/21 10:54:36.951,16.693
DOCKER,cifar10,418884,95544,11/22/21 10:54:37.301,17.043
DOCKER,cifar10,418884,95544,11/22/21 10:54:37.650,17.392
DOCKER,cifar10,418884,95544,11/22/21 10:54:38.002,17.744
DOCKER,cifar10,418884,95544,11/22/21 10:54:38.352,18.094
DOCKER,cifar10,418884,95544,11/22/21 10:54:38.700,18.442
DOCKER,cifar10,418884,95544,11/22/21 10:54:39.050,18.792
DOCKER,cifar10,418884,95544,11/22/21 10:54:39.400,19.142
DOCKER,cifar10,418884,95544,11/22/21 10:54:39.748,19.49
DOCKER,cifar10,418884,95544,11/22/21 10:54:40.097,19.839
DOCKER,cifar10,418884,95544,11/22/21 10:54:40.449,20.191
DOCKER,cifar10,418884,95544,11/22/21 10:54:40.798,20.54
DOCKER,cifar10,418884,95544,11/22/21 10:54:41.153,20.895
DOCKER,cifar10,418884,95544,11/22/21 10:54:41.503,21.245
DOCKER,cifar10,418884,95544,11/22/21 10:54:41.853,21.595
DOCKER,cifar10,418884,95544,11/22/21 10:54:42.203,21.945
DOCKER,cifar10,418884,95544,11/22/21 10:54:42.552,22.294
DOCKER,cifar10,418884,95544,11/22/21 10:54:42.901,22.643
DOCKER,cifar10,418884,95544,11/22/21 10:54:43.252,22.994
DOCKER,cifar10,418884,95544,11/22/21 10:54:43.602,23.344
DOCKER,cifar10,418884,95544,11/22/21 10:54:43.954,23.696
DOCKER,cifar10,418884,95544,11/22/21 10:54:44.305,24.047
DOCKER,cifar10,418884,95544,11/22/21 10:54:44.654,24.396
DOCKER,cifar10,418884,95544,11/22/21 10:54:45.007,24.749
DOCKER,cifar10,418884,95544,11/22/21 10:54:45.355,25.097
DOCKER,cifar10,418884,95544,11/22/21 10:54:45.706,25.448
DOCKER,cifar10,418884,95544,11/22/21 10:54:46.057,25.799
DOCKER,cifar10,418884,95544,11/22/21 10:54:46.408,26.15
DOCKER,cifar10,418884,95544,11/22/21 10:54:46.757,26.499
DOCKER,cifar10,418884,95544,11/22/21 10:54:47.106,26.848
DOCKER,cifar10,418884,95544,11/22/21 10:54:47.456,27.198
DOCKER,cifar10,418884,95544,11/22/21 10:54:47.808,27.55
DOCKER,cifar10,418884,95544,11/22/21 10:54:48.158,27.9
DOCKER,cifar10,418884,95544,11/22/21 10:54:48.511,28.253
DOCKER,cifar10,418884,95544,11/22/21 10:54:48.860,28.602
DOCKER,cifar10,418884,95544,11/22/21 10:54:49.211,28.953
DOCKER,cifar10,418884,95544,11/22/21 10:54:49.560,29.302
DOCKER,cifar10,418884,95544,11/22/21 10:54:49.909,29.651
DOCKER,cifar10,418884,95544,11/22/21 10:54:50.258,30.0
DOCKER,cifar10,418884,95544,11/22/21 10:54:50.608,30.35
DOCKER,cifar10,418884,95544,11/22/21 10:54:50.957,30.699
DOCKER,cifar10,418884,95544,11/22/21 10:54:51.309,31.051
DOCKER,cifar10,418884,95544,11/22/21 10:54:51.662,31.404
DOCKER,cifar10,418884,95544,11/22/21 10:54:52.012,31.754
DOCKER,cifar10,418884,95544,11/22/21 10:54:52.361,32.103
DOCKER,cifar10,418884,95544,11/22/21 10:54:52.712,32.454
DOCKER,cifar10,418884,95544,11/22/21 10:54:53.061,32.803
DOCKER,cifar10,418884,95544,11/22/21 10:54:53.411,33.153
DOCKER,cifar10,418884,95544,11/22/21 10:54:53.761,33.503
DOCKER,cifar10,418884,95544,11/22/21 10:54:54.112,33.854
DOCKER,cifar10,418884,95544,11/22/21 10:54:54.461,34.203
DOCKER,cifar10,418884,95544,11/22/21 10:54:54.812,34.554
SCLB,emotion,6332,4,11/22/21 12:26:34.020,0.0
SCLB,emotion,165644,72848,11/22/21 12:26:34.383,0.363
SCLB,emotion,166244,73376,11/22/21 12:26:34.757,0.737
SCLB,emotion,166820,73904,11/22/21 12:26:35.130,1.11
SCLB,emotion,167268,74432,11/22/21 12:26:35.503,1.483
SCLB,emotion,167868,74960,11/22/21 12:26:35.876,1.856
SCLB,emotion,168468,75752,11/22/21 12:26:36.251,2.231
SCLB,emotion,169064,76280,11/22/21 12:26:36.624,2.604
SCLB,emotion,169644,76808,11/22/21 12:26:36.999,2.979
SCLB,emotion,170092,77336,11/22/21 12:26:37.374,3.354
SCLB,emotion,170672,77864,11/22/21 12:26:37.747,3.727
SCLB,emotion,171268,78392,11/22/21 12:26:38.122,4.102
SCLB,emotion,171868,78920,11/22/21 12:26:38.497,4.477
SCLB,emotion,172444,79712,11/22/21 12:26:38.871,4.851
SCLB,emotion,172896,80240,11/22/21 12:26:39.245,5.225
SCLB,emotion,173492,80768,11/22/21 12:26:39.617,5.597
SCLB,emotion,174092,81296,11/22/21 12:26:39.992,5.972
SCLB,emotion,174672,81824,11/22/21 12:26:40.368,6.348
SCLB,emotion,175268,82352,11/22/21 12:26:40.742,6.722
SCLB,emotion,175720,82880,11/22/21 12:26:41.118,7.098
SCLB,emotion,176296,83408,11/22/21 12:26:41.490,7.47
SCLB,emotion,176896,84200,11/22/21 12:26:41.864,7.844
SCLB,emotion,177492,84728,11/22/21 12:26:42.238,8.218
SCLB,emotion,178072,85256,11/22/21 12:26:42.610,8.59
SCLB,emotion,178672,85784,11/22/21 12:26:42.985,8.965
SCLB,emotion,179120,86312,11/22/21 12:26:43.360,9.34
SCLB,emotion,179720,86840,11/22/21 12:26:43.733,9.713
SCLB,emotion,180296,87368,11/22/21 12:26:44.107,10.087
SCLB,emotion,180896,88160,11/22/21 12:26:44.482,10.462
SCLB,emotion,181344,88688,11/22/21 12:26:44.855,10.835
SCLB,emotion,181920,89216,11/22/21 12:26:45.229,11.209
SCLB,emotion,182520,89744,11/22/21 12:26:45.603,11.583
SCLB,emotion,183100,90272,11/22/21 12:26:45.978,11.958
SCLB,emotion,183696,90800,11/22/21 12:26:46.352,12.332
SCLB,emotion,184296,91328,11/22/21 12:26:46.725,12.705
SCLB,emotion,184744,92120,11/22/21 12:26:47.099,13.079
SCLB,emotion,185344,92648,11/22/21 12:26:47.474,13.454
SCLB,emotion,185920,93176,11/22/21 12:26:47.847,13.827
SCLB,emotion,186520,93704,11/22/21 12:26:48.220,14.2
SCLB,emotion,187100,94232,11/22/21 12:26:48.596,14.576
SCLB,emotion,187548,94760,11/22/21 12:26:48.969,14.949
SCLB,emotion,188148,95288,11/22/21 12:26:49.342,15.322
SCLB,emotion,188724,95816,11/22/21 12:26:49.717,15.697
SCLB,emotion,189324,96608,11/22/21 12:26:50.090,16.07
SCLB,emotion,189920,97136,11/22/21 12:26:50.468,16.448
SCLB,emotion,190372,97664,11/22/21 12:26:50.842,16.822
SCLB,emotion,190968,98192,11/22/21 12:26:51.216,17.196
SCLB,emotion,191548,98720,11/22/21 12:26:51.590,17.57
SCLB,emotion,192148,99248,11/22/21 12:26:51.962,17.942
SCLB,emotion,192724,99776,11/22/21 12:26:52.337,18.317
SCLB,emotion,193324,100568,11/22/21 12:26:52.711,18.691
SCLB,emotion,193772,101096,11/22/21 12:26:53.085,19.065
SCLB,emotion,194348,101624,11/22/21 12:26:53.460,19.44
SCLB,emotion,194948,102152,11/22/21 12:26:53.833,19.813
SCLB,emotion,195548,102680,11/22/21 12:26:54.208,20.188
SCLB,emotion,196148,103208,11/22/21 12:26:54.582,20.562
SCLB,emotion,196576,103736,11/22/21 12:26:54.955,20.935
SCLB,emotion,197172,104528,11/22/21 12:26:55.328,21.308
SCLB,emotion,197772,105056,11/22/21 12:26:55.704,21.684
SCLB,emotion,198348,105584,11/22/21 12:26:56.077,22.057
SCLB,emotion,198948,106112,11/22/21 12:26:56.451,22.431
SCLB,emotion,199528,106640,11/22/21 12:26:56.825,22.805
SCLB,emotion,199976,107168,11/22/21 12:26:57.199,23.179
SCLB,emotion,200576,107696,11/22/21 12:26:57.573,23.553
SCLB,emotion,201172,108224,11/22/21 12:26:57.946,23.926
SCLB,emotion,201772,109016,11/22/21 12:26:58.320,24.3
SCLB,emotion,202348,109544,11/22/21 12:26:58.694,24.674
SCLB,emotion,202800,110072,11/22/21 12:26:59.068,25.048
SCLB,emotion,203524,110792,11/22/21 12:26:59.441,25.421
SCLB,emotion,204488,111668,11/22/21 12:26:59.816,25.796
SCLB,emotion,205536,112696,11/22/21 12:27:00.191,26.171
SCLB,emotion,206560,113744,11/22/21 12:27:00.567,26.547
SCLB,emotion,207456,114748,11/22/21 12:27:00.940,26.92
SCLB,emotion,208440,115644,11/22/21 12:27:01.316,27.296
SCLB,emotion,209488,116668,11/22/21 12:27:01.689,27.669
SCLB,emotion,210384,117696,11/22/21 12:27:02.064,28.044
SCLB,emotion,211408,118720,11/22/21 12:27:02.437,28.417
SCLB,emotion,212392,119616,11/22/21 12:27:02.810,28.79
SCLB,emotion,213420,120644,11/22/21 12:27:03.184,29.164
SCLB,emotion,214464,121668,11/22/21 12:27:03.558,29.538
SCLB,emotion,215300,122544,11/22/21 12:27:03.930,29.91
SCLB,emotion,216324,123572,11/22/21 12:27:04.304,30.284
SCLB,emotion,217372,124596,11/22/21 12:27:04.678,30.658
SCLB,emotion,218352,125492,11/22/21 12:27:05.052,31.032
SCLB,emotion,219252,126520,11/22/21 12:27:05.426,31.406
SCLB,emotion,220296,127544,11/22/21 12:27:05.800,31.78
SCLB,emotion,221324,128572,11/22/21 12:27:06.173,32.153
SCLB,emotion,222308,129448,11/22/21 12:27:06.547,32.527
SCLB,emotion,223184,130492,11/22/21 12:27:06.920,32.9
SCLB,emotion,224228,131520,11/22/21 12:27:07.294,33.274
SCLB,emotion,225212,132396,11/22/21 12:27:07.668,33.648
SCLB,emotion,226236,133420,11/22/21 12:27:08.043,34.023
SCLB,emotion,227136,134444,11/22/21 12:27:08.418,34.398
SCLB,emotion,228116,135344,11/22/21 12:27:08.793,34.773
SCLB,emotion,229164,136368,11/22/21 12:27:09.168,35.148
SCLB,emotion,230192,137396,11/22/21 12:27:09.544,35.524
SCLB,emotion,231024,138272,11/22/21 12:27:09.920,35.9
SCLB,emotion,232072,139296,11/22/21 12:27:10.297,36.277
SCLB,emotion,233096,140320,11/22/21 12:27:10.682,36.662
SCLB,emotion,234144,141220,11/22/21 12:27:11.055,37.035
SCLB,emotion,234976,142272,11/22/21 12:27:11.428,37.408
SCLB,emotion,236000,143328,11/22/21 12:27:11.803,37.783
SCLB,emotion,237048,144384,11/22/21 12:27:12.177,38.157
SCLB,emotion,238096,145176,11/22/21 12:27:12.551,38.531
SCLB,emotion,239144,146232,11/22/21 12:27:12.924,38.904
SCLB,emotion,240168,147288,11/22/21 12:27:13.298,39.278
SCLB,emotion,241000,148344,11/22/21 12:27:13.673,39.653
SCLB,emotion,242048,149136,11/22/21 12:27:14.046,40.026
SCLB,emotion,243072,150192,11/22/21 12:27:14.421,40.401
SCLB,emotion,244120,151248,11/22/21 12:27:14.793,40.773
SCLB,emotion,245084,152304,11/22/21 12:27:15.168,41.148
SCLB,emotion,245980,153096,11/22/21 12:27:15.541,41.521
SCLB,emotion,247028,154152,11/22/21 12:27:15.915,41.895
SCLB,emotion,248072,155208,11/22/21 12:27:16.291,42.271
SCLB,emotion,249056,156264,11/22/21 12:27:16.663,42.643
SCLB,emotion,250080,157320,11/22/21 12:27:17.037,43.017
SCLB,emotion,250980,158112,11/22/21 12:27:17.412,43.392
SCLB,emotion,252024,159168,11/22/21 12:27:17.785,43.765
SCLB,emotion,252988,160224,11/22/21 12:27:18.158,44.138
SCLB,emotion,254036,161280,11/22/21 12:27:18.532,44.512
SCLB,emotion,255060,162072,11/22/21 12:27:18.906,44.886
SCLB,emotion,255956,163128,11/22/21 12:27:19.281,45.261
SCLB,emotion,257004,164184,11/22/21 12:27:19.655,45.635
SCLB,emotion,257988,165240,11/22/21 12:27:20.029,46.009
SCLB,emotion,259032,166296,11/22/21 12:27:20.402,46.382
SCLB,emotion,260060,167088,11/22/21 12:27:20.778,46.758
SCLB,emotion,260956,168144,11/22/21 12:27:21.154,47.134
SCLB,emotion,261984,169200,11/22/21 12:27:21.527,47.507
SCLB,emotion,262964,170256,11/22/21 12:27:21.901,47.881
SCLB,emotion,264012,171048,11/22/21 12:27:22.277,48.257
SCLB,emotion,265036,172104,11/22/21 12:27:22.650,48.63
SCLB,emotion,265936,173160,11/22/21 12:27:23.024,49.004
SCLB,emotion,266980,174216,11/22/21 12:27:23.398,49.378
SCLB,emotion,267964,175272,11/22/21 12:27:23.773,49.753
SCLB,emotion,268992,176064,11/22/21 12:27:24.147,50.127
SCLB,emotion,270036,177120,11/22/21 12:27:24.521,50.501
SCLB,emotion,270936,178176,11/22/21 12:27:24.894,50.874
SCLB,emotion,271960,179232,11/22/21 12:27:25.269,51.249
SCLB,emotion,272944,180024,11/22/21 12:27:25.643,51.623
SCLB,emotion,273988,181080,11/22/21 12:27:26.016,51.996
SCLB,emotion,275016,182136,11/22/21 12:27:26.390,52.37
SCLB,emotion,275912,183192,11/22/21 12:27:26.765,52.745
SCLB,emotion,276896,183984,11/22/21 12:27:27.139,53.119
SCLB,emotion,277944,185040,11/22/21 12:27:27.512,53.492
SCLB,emotion,278968,186096,11/22/21 12:27:27.886,53.866
SCLB,emotion,280016,187152,11/22/21 12:27:28.261,54.241
SCLB,emotion,280848,188208,11/22/21 12:27:28.635,54.615
SCLB,emotion,281872,189000,11/22/21 12:27:29.009,54.989
SCLB,emotion,282920,190056,11/22/21 12:27:29.384,55.364
SCLB,emotion,283948,191112,11/22/21 12:27:29.756,55.736
