depl,model,pcpu ,tcpu,p_timestamp,t_timestamp,p_time,t_time
DOCKER,mnist,0.25,200.0,12/03/21 21:26:49.657,12/03/21 21:26:49.433,13.332,13.325
DOCKER,mnist,0.25,193.8,12/03/21 21:26:50.068,12/03/21 21:26:49.844,13.743,13.736
DOCKER,mnist,0.26,193.8,12/03/21 21:26:50.479,12/03/21 21:26:50.255,14.154,14.147
DOCKER,mnist,0.27,181.2,12/03/21 21:26:50.890,12/03/21 21:26:50.666,14.565,14.558
DOCKER,mnist,0.28,206.7,12/03/21 21:26:51.302,12/03/21 21:26:51.079,14.977,14.971
DOCKER,mnist,0.29,200.0,12/03/21 21:26:51.713,12/03/21 21:26:51.490,15.388,15.382
DOCKER,mnist,0.3,206.7,12/03/21 21:26:52.126,12/03/21 21:26:51.902,15.801,15.794
DOCKER,mnist,0.31,206.7,12/03/21 21:26:52.538,12/03/21 21:26:52.314,16.213,16.206
DOCKER,mnist,0.31,193.8,12/03/21 21:26:52.949,12/03/21 21:26:52.725,16.624,16.617
DOCKER,mnist,0.32,206.7,12/03/21 21:26:53.361,12/03/21 21:26:53.137,17.036,17.029
DOCKER,mnist,0.33,200.0,12/03/21 21:26:53.773,12/03/21 21:26:53.549,17.448,17.441
DOCKER,mnist,0.34,200.0,12/03/21 21:26:54.185,12/03/21 21:26:53.961,17.86,17.853
DOCKER,mnist,0.35,200.0,12/03/21 21:26:54.596,12/03/21 21:26:54.373,18.271,18.265
DOCKER,mnist,0.36,193.8,12/03/21 21:26:55.008,12/03/21 21:26:54.785,18.683,18.677
DOCKER,mnist,0.36,187.5,12/03/21 21:26:55.420,12/03/21 21:26:55.196,19.095,19.088
DOCKER,mnist,0.37,206.7,12/03/21 21:26:55.832,12/03/21 21:26:55.608,19.507,19.5
DOCKER,mnist,0.38,200.0,12/03/21 21:26:56.244,12/03/21 21:26:56.021,19.919,19.913
DOCKER,mnist,0.39,200.0,12/03/21 21:26:56.656,12/03/21 21:26:56.433,20.331,20.325
DOCKER,mnist,0.4,206.7,12/03/21 21:26:57.067,12/03/21 21:26:56.843,20.742,20.735
DOCKER,mnist,0.41,200.0,12/03/21 21:26:57.477,12/03/21 21:26:57.254,21.152,21.146
DOCKER,mnist,0.42,200.0,12/03/21 21:26:57.894,12/03/21 21:26:57.671,21.569,21.563
DOCKER,mnist,0.42,200.0,12/03/21 21:26:58.304,12/03/21 21:26:58.081,21.979,21.973
DOCKER,mnist,0.43,206.7,12/03/21 21:26:58.788,12/03/21 21:26:58.493,22.463,22.385
DOCKER,mnist,0.44,193.8,12/03/21 21:26:59.220,12/03/21 21:26:58.988,22.895,22.88
DOCKER,mnist,0.45,200.0,12/03/21 21:26:59.637,12/03/21 21:26:59.412,23.312,23.304
DOCKER,mnist,0.46,206.7,12/03/21 21:27:00.055,12/03/21 21:26:59.831,23.73,23.723
DOCKER,mnist,0.47,206.7,12/03/21 21:27:00.466,12/03/21 21:27:00.242,24.141,24.134
DOCKER,mnist,0.48,193.3,12/03/21 21:27:00.878,12/03/21 21:27:00.654,24.553,24.546
DOCKER,mnist,0.49,187.5,12/03/21 21:27:01.291,12/03/21 21:27:01.066,24.966,24.958
DOCKER,mnist,0.49,200.0,12/03/21 21:27:01.712,12/03/21 21:27:01.485,25.387,25.377
DOCKER,mnist,0.5,206.7,12/03/21 21:27:02.132,12/03/21 21:27:01.906,25.807,25.798
DOCKER,mnist,0.51,200.0,12/03/21 21:27:02.548,12/03/21 21:27:02.323,26.223,26.215
DOCKER,mnist,0.52,200.0,12/03/21 21:27:02.963,12/03/21 21:27:02.735,26.638,26.627
DOCKER,mnist,0.53,187.5,12/03/21 21:27:03.379,12/03/21 21:27:03.151,27.054,27.043
DOCKER,mnist,0.54,181.2,12/03/21 21:27:03.789,12/03/21 21:27:03.566,27.464,27.458
DOCKER,mnist,0.55,206.7,12/03/21 21:27:04.202,12/03/21 21:27:03.978,27.877,27.87
DOCKER,mnist,0.55,200.0,12/03/21 21:27:04.613,12/03/21 21:27:04.390,28.288,28.282
DOCKER,mnist,0.56,200.0,12/03/21 21:27:05.027,12/03/21 21:27:04.802,28.702,28.694
DOCKER,mnist,0.57,206.7,12/03/21 21:27:05.444,12/03/21 21:27:05.219,29.119,29.111
DOCKER,mnist,0.58,187.5,12/03/21 21:27:05.858,12/03/21 21:27:05.635,29.533,29.527
DOCKER,mnist,0.59,200.0,12/03/21 21:27:06.273,12/03/21 21:27:06.050,29.948,29.942
DOCKER,mnist,0.6,187.5,12/03/21 21:27:06.689,12/03/21 21:27:06.465,30.364,30.357
DOCKER,mnist,0.61,200.0,12/03/21 21:27:07.102,12/03/21 21:27:06.876,30.777,30.768
DOCKER,mnist,0.61,200.0,12/03/21 21:27:07.518,12/03/21 21:27:07.290,31.193,31.182
DOCKER,mnist,0.62,200.0,12/03/21 21:27:07.936,12/03/21 21:27:07.704,31.611,31.596
DOCKER,mnist,0.63,206.7,12/03/21 21:27:08.347,12/03/21 21:27:08.123,32.022,32.015
DOCKER,mnist,0.64,206.7,12/03/21 21:27:08.767,12/03/21 21:27:08.542,32.442,32.434
DOCKER,mnist,0.65,200.0,12/03/21 21:27:09.185,12/03/21 21:27:08.961,32.86,32.853
DOCKER,mnist,0.66,200.0,12/03/21 21:27:09.596,12/03/21 21:27:09.372,33.271,33.264
DOCKER,mnist,0.67,206.7,12/03/21 21:27:10.013,12/03/21 21:27:09.789,33.688,33.681
DOCKER,mnist,0.67,206.7,12/03/21 21:27:10.425,12/03/21 21:27:10.200,34.1,34.092
DOCKER,mnist,0.68,187.5,12/03/21 21:27:10.841,12/03/21 21:27:10.615,34.516,34.507
DOCKER,mnist,0.69,206.7,12/03/21 21:27:11.266,12/03/21 21:27:11.037,34.941,34.929
DOCKER,mnist,0.7,200.0,12/03/21 21:27:11.681,12/03/21 21:27:11.453,35.356,35.345
DOCKER,mnist,0.71,200.0,12/03/21 21:27:12.096,12/03/21 21:27:11.871,35.771,35.763
DOCKER,mnist,0.72,206.7,12/03/21 21:27:12.512,12/03/21 21:27:12.289,36.187,36.181
DOCKER,mnist,0.73,187.5,12/03/21 21:27:12.930,12/03/21 21:27:12.700,36.605,36.592
DOCKER,mnist,0.73,187.5,12/03/21 21:27:13.350,12/03/21 21:27:13.121,37.025,37.013
DOCKER,mnist,0.74,193.8,12/03/21 21:27:13.760,12/03/21 21:27:13.536,37.435,37.428
DOCKER,mnist,0.75,193.8,12/03/21 21:27:14.181,12/03/21 21:27:13.950,37.856,37.842
DOCKER,mnist,0.76,200.0,12/03/21 21:27:14.595,12/03/21 21:27:14.370,38.27,38.262
DOCKER,mnist,0.77,206.7,12/03/21 21:27:15.016,12/03/21 21:27:14.787,38.691,38.679
DOCKER,mnist,0.78,206.7,12/03/21 21:27:15.435,12/03/21 21:27:15.211,39.11,39.103
DOCKER,mnist,0.79,193.3,12/03/21 21:27:15.847,12/03/21 21:27:15.622,39.522,39.514
DOCKER,mnist,0.79,200.0,12/03/21 21:27:16.267,12/03/21 21:27:16.042,39.942,39.934
DOCKER,mnist,0.8,200.0,12/03/21 21:27:16.693,12/03/21 21:27:16.464,40.368,40.356
DOCKER,mnist,0.81,200.0,12/03/21 21:27:17.104,12/03/21 21:27:16.879,40.779,40.771
DOCKER,mnist,0.82,206.7,12/03/21 21:27:17.518,12/03/21 21:27:17.295,41.193,41.187
DOCKER,mnist,0.83,200.0,12/03/21 21:27:17.934,12/03/21 21:27:17.709,41.609,41.601
DOCKER,mnist,0.84,193.8,12/03/21 21:27:18.348,12/03/21 21:27:18.124,42.023,42.016
DOCKER,mnist,0.85,187.5,12/03/21 21:27:18.769,12/03/21 21:27:18.543,42.444,42.435
DOCKER,mnist,0.85,187.5,12/03/21 21:27:19.191,12/03/21 21:27:18.962,42.866,42.854
DOCKER,mnist,0.86,200.0,12/03/21 21:27:19.601,12/03/21 21:27:19.378,43.276,43.27
DOCKER,mnist,0.87,187.5,12/03/21 21:27:20.021,12/03/21 21:27:19.791,43.696,43.683
DOCKER,mnist,0.88,187.5,12/03/21 21:27:20.440,12/03/21 21:27:20.215,44.115,44.107
DOCKER,mnist,0.89,200.0,12/03/21 21:27:20.858,12/03/21 21:27:20.634,44.533,44.526
DOCKER,mnist,0.9,213.3,12/03/21 21:27:21.274,12/03/21 21:27:21.050,44.949,44.942
DOCKER,mnist,0.91,206.7,12/03/21 21:27:21.689,12/03/21 21:27:21.463,45.364,45.355
DOCKER,mnist,0.91,206.7,12/03/21 21:27:22.102,12/03/21 21:27:21.879,45.777,45.771
DOCKER,mnist,0.92,206.7,12/03/21 21:27:22.522,12/03/21 21:27:22.296,46.197,46.188
DOCKER,mnist,0.93,200.0,12/03/21 21:27:22.946,12/03/21 21:27:22.717,46.621,46.609
DOCKER,mnist,0.94,200.0,12/03/21 21:27:23.415,12/03/21 21:27:23.184,47.09,47.076
DOCKER,mnist,0.95,200.0,12/03/21 21:27:23.840,12/03/21 21:27:23.611,47.515,47.503
DOCKER,mnist,0.96,193.8,12/03/21 21:27:24.260,12/03/21 21:27:24.032,47.935,47.924
DOCKER,mnist,0.97,206.7,12/03/21 21:27:24.674,12/03/21 21:27:24.447,48.349,48.339
DOCKER,mnist,0.98,200.0,12/03/21 21:27:25.093,12/03/21 21:27:24.864,48.768,48.756
DOCKER,mnist,0.98,200.0,12/03/21 21:27:25.506,12/03/21 21:27:25.283,49.181,49.175
DOCKER,mnist,0.99,200.0,12/03/21 21:27:25.926,12/03/21 21:27:25.697,49.601,49.589
DOCKER,mnist,1.0,193.3,12/03/21 21:27:26.338,12/03/21 21:27:26.114,50.013,50.006
DOCKER,mnist,1.01,187.5,12/03/21 21:27:26.751,12/03/21 21:27:26.526,50.426,50.418
DOCKER,mnist,1.02,206.7,12/03/21 21:27:27.176,12/03/21 21:27:26.945,50.851,50.837
DOCKER,mnist,1.03,206.7,12/03/21 21:27:27.594,12/03/21 21:27:27.367,51.269,51.259
DOCKER,mnist,1.04,187.5,12/03/21 21:27:28.019,12/03/21 21:27:27.790,51.694,51.682
DOCKER,mnist,1.04,193.8,12/03/21 21:27:28.441,12/03/21 21:27:28.216,52.116,52.108
DOCKER,mnist,1.05,200.0,12/03/21 21:27:28.865,12/03/21 21:27:28.635,52.54,52.527
DOCKER,mnist,1.06,213.3,12/03/21 21:27:29.284,12/03/21 21:27:29.058,52.959,52.95
DOCKER,mnist,1.07,113.3,12/03/21 21:27:29.707,12/03/21 21:27:29.479,53.382,53.371
ONNX,yolov4,0.01,93.8,12/03/21 20:48:30.948,12/03/21 20:48:30.737,0.0,0.0
ONNX,yolov4,0.02,100.0,12/03/21 20:48:31.355,12/03/21 20:48:31.144,0.407,0.407
ONNX,yolov4,0.02,100.0,12/03/21 20:48:31.756,12/03/21 20:48:31.546,0.808,0.809
ONNX,yolov4,0.03,100.0,12/03/21 20:48:32.152,12/03/21 20:48:31.948,1.204,1.211
ONNX,yolov4,0.03,100.0,12/03/21 20:48:32.548,12/03/21 20:48:32.339,1.6,1.602
ONNX,yolov4,0.04,100.0,12/03/21 20:48:32.950,12/03/21 20:48:32.739,2.002,2.002
ONNX,yolov4,0.05,100.0,12/03/21 20:48:33.358,12/03/21 20:48:33.144,2.41,2.407
ONNX,yolov4,0.05,100.0,12/03/21 20:48:33.785,12/03/21 20:48:33.567,2.837,2.83
ONNX,yolov4,0.06,200.0,12/03/21 20:48:34.294,12/03/21 20:48:34.031,3.346,3.294
ONNX,yolov4,0.08,200.0,12/03/21 20:48:34.727,12/03/21 20:48:34.503,3.779,3.766
ONNX,yolov4,0.09,200.0,12/03/21 20:48:35.161,12/03/21 20:48:34.936,4.213,4.199
ONNX,yolov4,0.1,181.2,12/03/21 20:48:35.589,12/03/21 20:48:35.371,4.641,4.634
ONNX,yolov4,0.11,193.3,12/03/21 20:48:36.015,12/03/21 20:48:35.794,5.067,5.057
ONNX,yolov4,0.12,187.5,12/03/21 20:48:36.440,12/03/21 20:48:36.219,5.492,5.482
ONNX,yolov4,0.13,200.0,12/03/21 20:48:36.863,12/03/21 20:48:36.642,5.915,5.905
ONNX,yolov4,0.14,181.2,12/03/21 20:48:37.287,12/03/21 20:48:37.071,6.339,6.334
ONNX,yolov4,0.16,200.0,12/03/21 20:48:37.710,12/03/21 20:48:37.490,6.762,6.753
ONNX,yolov4,0.17,200.0,12/03/21 20:48:38.145,12/03/21 20:48:37.919,7.197,7.182
ONNX,yolov4,0.18,200.0,12/03/21 20:48:38.572,12/03/21 20:48:38.348,7.624,7.611
ONNX,yolov4,0.19,200.0,12/03/21 20:48:39.006,12/03/21 20:48:38.786,8.058,8.049
ONNX,yolov4,0.2,187.5,12/03/21 20:48:39.427,12/03/21 20:48:39.210,8.479,8.473
ONNX,yolov4,0.21,193.3,12/03/21 20:48:39.851,12/03/21 20:48:39.636,8.903,8.899
ONNX,yolov4,0.22,193.8,12/03/21 20:48:40.316,12/03/21 20:48:40.055,9.368,9.318
ONNX,yolov4,0.24,193.3,12/03/21 20:48:40.743,12/03/21 20:48:40.520,9.795,9.783
ONNX,yolov4,0.25,200.0,12/03/21 20:48:41.175,12/03/21 20:48:40.952,10.227,10.215
ONNX,yolov4,0.26,193.8,12/03/21 20:48:41.611,12/03/21 20:48:41.388,10.663,10.651
ONNX,yolov4,0.27,193.8,12/03/21 20:48:42.051,12/03/21 20:48:41.822,11.103,11.085
ONNX,yolov4,0.28,193.3,12/03/21 20:48:42.495,12/03/21 20:48:42.267,11.547,11.53
ONNX,yolov4,0.29,200.0,12/03/21 20:48:42.924,12/03/21 20:48:42.703,11.976,11.966
ONNX,yolov4,0.31,193.3,12/03/21 20:48:43.365,12/03/21 20:48:43.139,12.417,12.402
ONNX,yolov4,0.32,131.2,12/03/21 20:48:43.808,12/03/21 20:48:43.576,12.86,12.839
ONNX,yolov4,0.32,200.0,12/03/21 20:48:44.254,12/03/21 20:48:44.030,13.306,13.293
ONNX,yolov4,0.33,166.7,12/03/21 20:48:44.678,12/03/21 20:48:44.448,13.73,13.711
ONNX,yolov4,0.35,200.0,12/03/21 20:48:45.121,12/03/21 20:48:44.893,14.173,14.156
ONNX,yolov4,0.36,186.7,12/03/21 20:48:45.555,12/03/21 20:48:45.330,14.607,14.593
ONNX,yolov4,0.37,193.3,12/03/21 20:48:45.987,12/03/21 20:48:45.769,15.039,15.032
ONNX,yolov4,0.38,193.3,12/03/21 20:48:46.419,12/03/21 20:48:46.197,15.471,15.46
ONNX,yolov4,0.39,200.0,12/03/21 20:48:46.864,12/03/21 20:48:46.637,15.916,15.9
ONNX,yolov4,0.4,187.5,12/03/21 20:48:47.299,12/03/21 20:48:47.076,16.351,16.339
ONNX,yolov4,0.41,181.2,12/03/21 20:48:47.730,12/03/21 20:48:47.509,16.782,16.772
ONNX,yolov4,0.43,181.2,12/03/21 20:48:48.160,12/03/21 20:48:47.941,17.212,17.204
ONNX,yolov4,0.44,200.0,12/03/21 20:48:48.597,12/03/21 20:48:48.371,17.649,17.634
ONNX,yolov4,0.45,200.0,12/03/21 20:48:49.037,12/03/21 20:48:48.811,18.089,18.074
ONNX,yolov4,0.46,193.3,12/03/21 20:48:49.473,12/03/21 20:48:49.252,18.525,18.515
ONNX,yolov4,0.47,200.0,12/03/21 20:48:49.914,12/03/21 20:48:49.692,18.966,18.955
ONNX,yolov4,0.48,193.3,12/03/21 20:48:50.354,12/03/21 20:48:50.127,19.406,19.39
ONNX,yolov4,0.5,200.0,12/03/21 20:48:50.783,12/03/21 20:48:50.566,19.835,19.829
ONNX,yolov4,0.51,181.2,12/03/21 20:48:51.219,12/03/21 20:48:50.996,20.271,20.259
ONNX,yolov4,0.52,200.0,12/03/21 20:48:51.653,12/03/21 20:48:51.430,20.705,20.693
ONNX,yolov4,0.53,193.3,12/03/21 20:48:52.095,12/03/21 20:48:51.872,21.147,21.135
ONNX,yolov4,0.54,193.3,12/03/21 20:48:52.540,12/03/21 20:48:52.315,21.592,21.578
ONNX,yolov4,0.55,193.3,12/03/21 20:48:52.985,12/03/21 20:48:52.756,22.037,22.019
ONNX,yolov4,0.57,193.8,12/03/21 20:48:53.432,12/03/21 20:48:53.200,22.484,22.463
ONNX,yolov4,0.58,193.3,12/03/21 20:48:53.873,12/03/21 20:48:53.652,22.925,22.915
ONNX,yolov4,0.59,200.0,12/03/21 20:48:54.308,12/03/21 20:48:54.081,23.36,23.344
ONNX,yolov4,0.6,200.0,12/03/21 20:48:54.750,12/03/21 20:48:54.520,23.802,23.783
ONNX,yolov4,0.61,193.3,12/03/21 20:48:55.195,12/03/21 20:48:54.969,24.247,24.232
ONNX,yolov4,0.62,181.2,12/03/21 20:48:55.640,12/03/21 20:48:55.412,24.692,24.675
ONNX,yolov4,0.64,193.3,12/03/21 20:48:56.084,12/03/21 20:48:55.856,25.136,25.119
ONNX,yolov4,0.65,193.3,12/03/21 20:48:56.521,12/03/21 20:48:56.300,25.573,25.563
ONNX,yolov4,0.66,200.0,12/03/21 20:48:56.967,12/03/21 20:48:56.740,26.019,26.003
ONNX,yolov4,0.67,181.2,12/03/21 20:48:57.409,12/03/21 20:48:57.182,26.461,26.445
ONNX,yolov4,0.68,193.3,12/03/21 20:48:57.855,12/03/21 20:48:57.625,26.907,26.888
ONNX,yolov4,0.69,200.0,12/03/21 20:48:58.299,12/03/21 20:48:58.072,27.351,27.335
ONNX,yolov4,0.71,200.0,12/03/21 20:48:58.747,12/03/21 20:48:58.517,27.799,27.78
ONNX,yolov4,0.72,200.0,12/03/21 20:48:59.189,12/03/21 20:48:58.964,28.241,28.227
ONNX,yolov4,0.73,193.3,12/03/21 20:48:59.625,12/03/21 20:48:59.406,28.677,28.669
ONNX,yolov4,0.74,200.0,12/03/21 20:49:00.068,12/03/21 20:48:59.841,29.12,29.104
ONNX,yolov4,0.75,200.0,12/03/21 20:49:00.506,12/03/21 20:49:00.283,29.558,29.546
ONNX,yolov4,0.76,193.3,12/03/21 20:49:00.950,12/03/21 20:49:00.726,30.002,29.989
ONNX,yolov4,0.78,200.0,12/03/21 20:49:01.391,12/03/21 20:49:01.163,30.443,30.426
ONNX,yolov4,0.79,200.0,12/03/21 20:49:01.832,12/03/21 20:49:01.608,30.884,30.871
ONNX,yolov4,0.8,200.0,12/03/21 20:49:02.287,12/03/21 20:49:02.060,31.339,31.323
ONNX,yolov4,0.81,200.0,12/03/21 20:49:02.732,12/03/21 20:49:02.506,31.784,31.769
ONNX,yolov4,0.82,200.0,12/03/21 20:49:03.175,12/03/21 20:49:02.947,32.227,32.21
ONNX,yolov4,0.84,200.0,12/03/21 20:49:03.612,12/03/21 20:49:03.388,32.664,32.651
ONNX,yolov4,0.85,200.0,12/03/21 20:49:04.053,12/03/21 20:49:03.824,33.105,33.087
ONNX,yolov4,0.86,200.0,12/03/21 20:49:04.495,12/03/21 20:49:04.267,33.547,33.53
ONNX,yolov4,0.87,193.3,12/03/21 20:49:04.947,12/03/21 20:49:04.719,33.999,33.982
ONNX,yolov4,0.88,200.0,12/03/21 20:49:05.383,12/03/21 20:49:05.162,34.435,34.425
ONNX,yolov4,0.89,200.0,12/03/21 20:49:05.832,12/03/21 20:49:05.598,34.884,34.861
ONNX,yolov4,0.91,187.5,12/03/21 20:49:06.268,12/03/21 20:49:06.046,35.32,35.309
ONNX,yolov4,0.92,181.2,12/03/21 20:49:06.713,12/03/21 20:49:06.488,35.765,35.751
ONNX,yolov4,0.93,181.2,12/03/21 20:49:07.159,12/03/21 20:49:06.928,36.211,36.191
ONNX,yolov4,0.94,187.5,12/03/21 20:49:07.600,12/03/21 20:49:07.372,36.652,36.635
ONNX,yolov4,0.95,193.3,12/03/21 20:49:08.044,12/03/21 20:49:07.821,37.096,37.084
ONNX,yolov4,0.96,181.2,12/03/21 20:49:08.490,12/03/21 20:49:08.264,37.542,37.527
ONNX,yolov4,0.98,200.0,12/03/21 20:49:08.926,12/03/21 20:49:08.704,37.978,37.967
ONNX,yolov4,0.99,193.3,12/03/21 20:49:09.366,12/03/21 20:49:09.141,38.418,38.404
ONNX,yolov4,1.0,193.3,12/03/21 20:49:09.803,12/03/21 20:49:09.579,38.855,38.842
ONNX,yolov4,1.01,200.0,12/03/21 20:49:10.248,12/03/21 20:49:10.024,39.3,39.287
ONNX,yolov4,1.02,200.0,12/03/21 20:49:10.725,12/03/21 20:49:10.462,39.777,39.725
ONNX,yolov4,1.03,200.0,12/03/21 20:49:11.163,12/03/21 20:49:10.941,40.215,40.204
ONNX,yolov4,1.05,186.7,12/03/21 20:49:11.614,12/03/21 20:49:11.383,40.666,40.646
ONNX,yolov4,1.06,193.3,12/03/21 20:49:12.054,12/03/21 20:49:11.831,41.106,41.094
ONNX,yolov4,1.07,200.0,12/03/21 20:49:12.496,12/03/21 20:49:12.268,41.548,41.531
ONNX,yolov4,1.08,193.3,12/03/21 20:49:12.936,12/03/21 20:49:12.711,41.988,41.974
ONNX,yolov4,1.09,100.0,12/03/21 20:49:13.378,12/03/21 20:49:13.156,42.43,42.419
ONNX,yolov4,1.1,100.0,12/03/21 20:49:13.803,12/03/21 20:49:13.585,42.855,42.848
DOCKER,mnist,0.01,100.0,12/03/21 21:07:48.379,12/03/21 21:07:48.162,0.0,0.0
DOCKER,mnist,0.02,100.0,12/03/21 21:07:48.771,12/03/21 21:07:48.557,0.392,0.395
DOCKER,mnist,0.02,93.3,12/03/21 21:07:49.158,12/03/21 21:07:48.947,0.779,0.785
DOCKER,mnist,0.02,100.0,12/03/21 21:07:49.549,12/03/21 21:07:49.335,1.17,1.173
DOCKER,mnist,0.03,100.0,12/03/21 21:07:49.926,12/03/21 21:07:49.719,1.547,1.557
DOCKER,mnist,0.03,106.7,12/03/21 21:07:50.316,12/03/21 21:07:50.100,1.937,1.938
DOCKER,mnist,0.04,106.7,12/03/21 21:07:50.703,12/03/21 21:07:50.491,2.324,2.329
DOCKER,mnist,0.04,106.7,12/03/21 21:07:51.093,12/03/21 21:07:50.880,2.714,2.718
DOCKER,mnist,0.05,200.0,12/03/21 21:07:51.490,12/03/21 21:07:51.268,3.111,3.106
DOCKER,mnist,0.06,206.7,12/03/21 21:07:51.900,12/03/21 21:07:51.677,3.521,3.515
DOCKER,mnist,0.07,193.8,12/03/21 21:07:52.310,12/03/21 21:07:52.087,3.931,3.925
DOCKER,mnist,0.08,193.8,12/03/21 21:07:52.719,12/03/21 21:07:52.496,4.34,4.334
DOCKER,mnist,0.09,200.0,12/03/21 21:07:53.128,12/03/21 21:07:52.905,4.749,4.743
DOCKER,mnist,0.1,206.7,12/03/21 21:07:53.538,12/03/21 21:07:53.315,5.159,5.153
DOCKER,mnist,0.11,187.5,12/03/21 21:07:53.948,12/03/21 21:07:53.725,5.569,5.563
DOCKER,mnist,0.12,200.0,12/03/21 21:07:54.358,12/03/21 21:07:54.135,5.979,5.973
DOCKER,mnist,0.13,187.5,12/03/21 21:07:54.768,12/03/21 21:07:54.545,6.389,6.383
DOCKER,mnist,0.14,187.5,12/03/21 21:07:55.179,12/03/21 21:07:54.955,6.8,6.793
DOCKER,mnist,0.15,187.5,12/03/21 21:07:55.589,12/03/21 21:07:55.366,7.21,7.204
DOCKER,mnist,0.16,187.5,12/03/21 21:07:55.999,12/03/21 21:07:55.776,7.62,7.614
DOCKER,mnist,0.17,193.8,12/03/21 21:07:56.409,12/03/21 21:07:56.186,8.03,8.024
DOCKER,mnist,0.18,187.5,12/03/21 21:07:56.819,12/03/21 21:07:56.596,8.44,8.434
DOCKER,mnist,0.19,187.5,12/03/21 21:07:57.229,12/03/21 21:07:57.006,8.85,8.844
DOCKER,mnist,0.19,193.8,12/03/21 21:07:57.639,12/03/21 21:07:57.416,9.26,9.254
DOCKER,mnist,0.2,193.8,12/03/21 21:07:58.049,12/03/21 21:07:57.826,9.67,9.664
DOCKER,mnist,0.21,187.5,12/03/21 21:07:58.458,12/03/21 21:07:58.236,10.079,10.074
DOCKER,mnist,0.22,200.0,12/03/21 21:07:58.868,12/03/21 21:07:58.645,10.489,10.483
DOCKER,mnist,0.23,187.5,12/03/21 21:07:59.279,12/03/21 21:07:59.056,10.9,10.894
